Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
CLAUSSEN,WILHELM,,A,"Claussen,     Wilhelm s.   Gegenwartsfragen der Versicherung "
CLEARING,,,A,"Clearing * Clearing and payments agreements. International Chambre of Commerce World Business Information Centre, [With supplement Ho. l - Basel-.Verl.f .Recht u,Gesellschaft [l93.] - 2553. "
CLEDIERE,JEAN,,A,"Clédière  ,  Jean s.   Dictionnaire français-allemand / allemand-français par Pierre Grappin ... avec la collaboration de J'C1 ... "
CLEEVES,GEORG,2841/A,A,"Cleeves, Georg	/y^ Cleeves,Georg und Hans Rautenterg. Rechtsschutz des Versicher- ten. Berlin:C.Heymann 1932.	(XVI,225 S.) • 1990.	(Dr.) "
CLEMENTS,H. W.,,A,"Clements   ,   H.   W. 3.   Butterworths   digest  of  tai  cases "
CLEMENTS,PAUL,,A,"Clements      ,      Paul s.        Bass,   Len;   C'P1;   Kazman,   Rick. Software architecture  in practice   ... "
CLEMM,HERMANN,,A,"Clemm  ,  Hermann s.   Rechtshandtmch Vermögen und Investitionen in der ehemaligen DDR. Hrsg.von H*G' ... "
CLERC,FRANCOIS,,A,"Clerc,     François s.   Jaeger,C[ari].   La poursuite  pour dettes  et la faillite "
CLERC,FRANCOIS,6247,A,"Clero .François	& Z #•? Giere,François.  Introduction à l'étude du Code pénal suisse Partie générale. Lausanne:Roth 1942.	(229 S.) 1943,4562	(Prof.) "
CLERC,FRANCOIS,6248,A,"Clerc .François Clerc,François, Goure élémentaire sur le Code pénal suisse Partie spéciale. Tome I: Art. 111-186. Tome II:Art. 187-352. Lausanne: Hoth 1943-	(249 S.) 1944,5094. "
CLERCK,K. DE,,A,"C 1 e r c k , K. de s. Strohmeyer,F.; Erdle-Hähner,R. u.Mitw.von K.de C'. Etudes françaises. Ausgabe C. Grammatisches Beiheft "
CLET,ETIENNE,,A,"Clet  ,  Etienne s.   Maders, Henri-Pierre; C'È1.   Le management d'un projet. Aide-mémoire à l'usage des chefs de projet ... "
CLEUVENOT,DENISE,97441,A,"Cleuvenot  ,  Denise Cleuvenot, Déniée.  L'équilibre des prestations des assu- rances sociales et de la prévoyance professionnelle obli- gatoire. Travail de diplôme Expert en assurances de pen- sion. Zurich 1979.	-30cm.59+13+7 Bl. G Verf.	Kein SWK "
CLEUVENOT,P. F.,,A,"Cleuvenot , P. F. Cleuvenot.P.F.; Stampfli, J. • Steinmann,E. Die Sterblich- keit bei den Einzelkapitalversicherungen der Schweizeri- schen Lebensversicherungs- und Rentenanstalt in den Jah- ren 1961 bis 1970. Mitt"".Vereinig.Schweiz.Versich.-Math""., 73,19"
CLIFFORD,JAMES,,A,"Clifford  ,  James s.   Databases, temporal. Theory, design and im- plementation. [Authors]: Abdullah Uz Tansel, J'C1 ... "
CLIFTON,E.,4623,A,"Clifton,   E. Clifton, E.; Me Laughlin, J , A new French-English and English-French dictionary containing the whole vocabulary in general use with copious selections of scientific, technical and commercial terms and others brought into use with their pron"
CLIQUET,ROBERT L.,,A,"Cliquet     ,     Robert       L. s.       Lopez,  Àlan D.;   C'R'L.       Les  tendances démogra- phiques dans la région européenne   ... "
CLOETTA,MAX,,A,"Cloetta.Max Cloetta,M(ax). Zur Kenntnis dee Fiebere. Festrede, (Universität Zürich: Bericht über das akademische Jahr 1914/ 15) Zürich:0rell Füssli 1915-	(18 S.) (Prof.Dr.)	J "
CLOPATH,GION,,A,"C 1 o p a t h  t  G i o n Heiger, Pierre; C'Gf.   Modifications apportées par l'avenant du 11 avril 198? à la Convention franoo- suiaee en vue d'éviter les doubles impositions en matière d'impôts sur le revenu et sur la fortune ,., "
CLOSE,ROBERT,2104/1.2,A,"Close,     Robert	""""' "" ' / >  * / 7'</ Close,Robert. Les garanties des victimes et l1assurance des accidents du travail. Partie I [et] II. [Liège]   1965.	(213  P.) G  847                                                    W "
CLOUTH,PAUL,70698,A,"Clouth,Paul	l-O 6 ?<f Clou th, P Caul). Kommentar zur Èauordnung für Berlin. Vollstän- diger Text mit Erläuterungen und Ausführungsanweisungen nebst einer Sammlung von Sonderverordnungen und allgemeinen Vor- schriften. 2.*A.   [Mit Hachträgen 1-25]. Berli"
MIESS,J.,,A,"M i e 8 s t J Mies8,J        Die Einwendungen eines Teiles des Publikums gegen die lebeae-Versicherung auf ihre Stichhaltigkeit be- leuchtet. Coblenz:Kindt & Meinardus Hachf. o.J.       (32 S.) "
MIETE,,,A,Miete Miete und Pacht. Offizieller Gesetzestext (OR/ vom 15. Dezember 1989 Lund-J Offizieller Text der Verordnung {VMWG) vom 9. Mai 1990. Hrsg. vom Schweizerischen Ver- band der Immobilien-Treuhänder SVIT s.  Schweiz / Gesetze und Verordnungen.  Miete und
MIETERSCHAFT,,85858,A,M i e t e r s c haf t Mieterschaft und Gesamtsanierung von Liegenschaften. Checklist für Liegenschaftenverwalter. 2 Teile. (Teil l! Bearbeitet von Hans Rudolf Krieg. Teil II: Hans Bättig. SVIT-Schrif tenreihe) . [Zürich: SVIT Sch.weizerisch.er Verband der
MIETERSCHUTZGESETZ,,,A,"Mieterechutzgesetz Mieterschutzgesetz nebet Verfahrensanordnung. s.  E""beltMartin.  Mieterschutzgesetz...	1937. 2321 "
MIETRECHT,,,A,"Mietrecht ________________________________________________/ Mietrecht,das, in der Schweiz. Die Texte aller mietrecht- lichen Vorschriften (obligationenrecht, Bundesbeschluss Über Massnahmen gegen Missbräuche im Mietwesen vom 30. Juni 1972.) Mit erläuternd"
MIETRECHT,,12612,A,"Mietrecht Mietrecht für die Praiis,   ([AUS  dem Französischen]  Über- setzt und bearbeitet von Roland)   GmUr  (und Ruedi)  Pre- rostî([roit einem Vorwort von]  Jakob)   Triimpy.   3.  nachge- f Uhr te Auflage. (Basel),   Schweiaeriacher Mieterverband,	("
MIETRECHT,,12582,A,"Mietrecht Mietrecht für die Praxis. ([Aus dem FranzÖsischen]ltGuide du locataire1* übersetzt und bearbeitet von Roland Gmür und Ruedi Prerost) . [Forts.von:   Gmür,Roland;   Caviezel,   Werner.     MietrecJit- Mieterschutz.Leitfaden   ...   1979]. (Basel)"
MIETRECHT,,87869,A,"Mietrecht Mietrecht, schweizerisches. Kommentar. Hrsg. vom Schwei- zerischen Verband der Immobilien-Treuhänder SVIT. (2., erweiterte und nachgeführte Auflage. Autorenteam: Martin Usteri, Raymond Bisang u.a.). (Zürich): SVIT-Verlag, (1998).	-23cm.XXX,1153 "
MIETRECHTSPRAXIS,,,A,"Mietrechtspraxis	e Mietrechtspraxis, ZUrcher. Entscheidungen des ìlietge- richtes.und der Schlichtungsbehörde des Bezirkes Zürich« Hrsg. vom Mietgericht des Bezirkes Zürich s.   Zürich/Kanton.   ZUrcher Mletrechtspraxis "
MIÉVILLE,MAY DE,,A,"Miéville,     May     de s.   Boesiger,W.   Richard Neutra.   Buildings "
MIGROS,,91634,A,M i g r o s Migros. Genossenschaft Migros Zürich: Statuten. Auagabe Januar 1980. [ZUrich 1980].	-21cm.17 S 
MIGROS-FRÜHLING,,,A,"Migroa  - Frühling M[igrosJ-FrÜtiling. Vom Migrosaurier zum menschlichen Masa s.  Peetalozzi, Hans A.  M-FrUhling, Vom Migrosaurier zum menschlichen Mass. "
MIGROS-,,,,"li i g r o B - MigroB-Genoaaenschaften B.  Münz, Hans.  Zahlen die Migros-Genossenschaften und Konsumvereine zu wenig Steuern ? ... "
MIGROS- 1983,,97409,,"r M i g r o s - Migros-Genossenschafts-Bund.  Sozialbilanz-Ma Eine Dar- stellung der gesellschoftsbezogenen Ziele und Tätigkeiten der Uigros-Gemeinscnaft. (TextiWerner Baumann). (Zürich, Migros-Genossensehafts-Bund, t[-1978-J).   -30cm. •     r-06-1 S.Abb"
MIGUEL,ANTONIO DE,3325/9,A,"Miguel,Antonio    de	5325/9 Miguel.Antonio de. Sur les statistiques d'émission de capitaux et d'intérêt de l'argent. (XXIIe Session de llnstitut International de Statistique, Londres 1934) La Haye 1934.	(5 S.) "
MIKOSCH,THOMAS,,A,"M  i  k.  o  s  c  h     ,     Thomas s.        Einbrecht s,   Paul;   Klüppelberg,   Claudia;   M' T' . Modelling  extremal   events   for   insurance and finance   ... "
MIKRODOK,,,A,"Mikrodok (Mikrodok Schriftenreihe. Bd.l.) s. Scheffel,Walter. Computer Output Microfilm "
MIKROELEKTRONIK,,83189,A,"Mikroelektronik liilcroelelctrollik:   Fortschritt  oder Bedrohung ?   (Konzeption und Redaktion:  Paul W. Bonnot}. (Bern,   Bubenberg Druck-und Verlags-AG.,   [l98o]).        -30cm. A	116 S.ill. "
MIKROFILM,,2069/51,,"ikrofilm Mikrofilm,der,und sein Einsatz in der Lebensversicherung. Hrsg.vom Verband der LebensverSicherungsunternehmen e.V., Bonn - Ausschuss fur Betriebstechnik. Schriftenreihe Be- triebstechnische Fragen der Lebensversicherung. 51.Folge. Bonn 1976.	-30c"
MILHAUD,EDGARD,,A,"M l l h a u d  ,  Edgard B. Beveridge ,williaim.  le plan Beveridge.	1943. "
MILITÄRORGANISATION,,6065,A,Militärorganisation Militärorganisation der schweizerischen Eidgenossenschaft Bundesgesetz vom 12 .April 1907. l.Aufl. [Bern]  1908.	(88 S.) 
MILITÄRPFLICHTERSATZ,,,A,"Mili   tärpflichtersatz s.  Bise,H	und &*  Graf. Handbuch über den schweize- rischen Militärpflichtereatz...                                      1935. 1942,3559. "
MILITÄRVERSICHERUNG,,,A,Mili  t ä r v e r 3  icherung Militärversicherung (vom 5.  Oktober 1899) Bern 1899- 
MILITÄRVERSICHERUNGSGESETZ,,,A,"Militärversicherungegesetz Führer durch das Militärversiclierungsgesetz, s.Oberholzer.Ernst.     ...     1917. O "
MILITÄRVERSICHERUNGSRECHT,,,A,"Militärversícherungsrecht Althaus,Hans. Ueber die Haftung im Militärvereicherungs- recht.	1943. "
MILITARY,,,A,"Military	-           ^ Military standard Ada programming language. ANSI/MIL-STD1- 1815A, 22 January 1983- American National Standards In- stitute . (Washington: Superintendent oí Documents,U.S.Government Printing Office, 1983).   A         -28cm.V,[324] P"
MILL,JOHN STUART,,A,"Mill, John  Stuart Mill,John Stuart.  Grundsätze der politischen Oekonomie nebst einigen Anwendungen derselben auf die Gesellschafts- wissenschaft. Aus der fünften Auegabe des Originals übersetzt von Adolf Soetbeer, (2.deutsche Ausg.). Hamburg:Perthes-Bes"
MILLAU,CHRISTIAN,,,"li l l l a u ,  Christian B.   Gault, Henri; M'Ch1.   Guide Schweiz 1984 "
MILLAUER,HORST,82435,A,"Mi l 1 a u e r, Horst S MiHauer,Horst. Rechtagrundsätze der Gruppenversiche- rung. 2*Auflage. Veröffentlichungen dea Seminars fUr Versicherungswissenschaft der Universität Hamburg und des Versicherungswiesenschaftlichen Vereins in Hamburg e.V. Neue Folge,"
MILLER,BESSE MAY,84811,A,"Miller  ,  Besse  May Miller, Besäe May.  Legal secretary's complete handbook 3rd edition, revised by Mary A(nn) De Vries. Englewood Cliffs, Prentice-Hall,Ine., (1981).     -24cm, ^	650 p, 20682	™ "
MILLER,JOHN H.,2437,A,"Miller,  John H Miller,John H       Accident and sickness insurance pro vided through individual policies. (Chicagoj:Society of Actuaries 1956.        (X+155 S.) K 4041 "
MILLER,OSKAR,2812,A,"Miller,   Oskar Miller, Oscar.     Lebensversicherung und Gläubiger nach deut schem und schweizerischem Recht. Bern:Stämpfli  & Cie.  1914.	(VIII,85 S.) "
MILLER,PERRY L.,,A,"Miller,    Perry      !.. Miller, Perry L.       A critiquing approach to  expert com- puter advice:   ATTENDING.   (Research notes  in artificial intelligence.  1). Boston:  Pitman Advanced Publishing Program,   (1984). A	-25cm.112 p. 29379	^ "
MILLER,TODD,87358,A,"Miller  ,  Todd Miller, Todd; Powell, David. Using Delphi 3. Written by T'M1 and D'P1, with Roland Bouchereau, Julian Buck- nail a.o. Indianapolis, IN): Que (Corporation, 1997).	-23cm. XXVII,1043 p.,1	CD-ROM. 13397/a» 37026.	—- "
MILLING,PETER,,A,"Milling,   Peter a.   Meadows,Dennis;  Meadowa,Donella;   Zahn,Erich;   M'P' Die   Grenzen des  Wachstums. "
MILLION,,6748,A,"Million Million Dollar Round Table, the. Proceedinga of the 1974 annual meeting. (Dea Plaines,Illinoia:The Million Dollar Round Table,1974.) - 29 cm. 519 P. ill. G 1061	^/ "
MILLS,DANIEL QUINN,86860,A,"Mills  , Daniel  Q, u i n n Mills, Daniel Q.uinn.  The empowerment imperative. Six steps to a high performance organization. Amherst,	HA: Human Resource Development Press, Inc., U994).	A            -23cra.l46 p. 34648	^< "
MILLS,G.,,A,"Milla  ,  G. B.   Skidmore, S.; Farmer, R.; M'G.   SSADM models and methods, version 4 ... "
MILLS,RONNIE,,A,Milla     .     R  o n n i  e s.      Proceedings [of]   the 2nd Symposium on  the Fron- tiers  of massively parallel  computations-Frontiers •88   ...  EditorîR'M1). 
MINASI,MARK,87202,A,"Minasi  ,  Mark Minasi, Mark; Anderson, Christa; Creegan, Elizabeth. Windows NT 4 Server. (Titel der amerikanischen Ausgabe ""Mastering Windows NT 4 server"". 3. Auflage). Network Press. Mit CD-ROM. Düsseldorf: Sybex(-Verlag GmbH,	1997).            -25cm. ^"
MINKOWSKI,HERMANN,3414,A,"Minkowski   tHermann Minkowski , Hermann . Diophantische Approximationen;  eine Ein führung in die Zahlentheorie. Mit 82 Abt. Mathematische Vorlesungen an der Universität Göttingen:II. leipzig:B.G.Teubner 190?.	(VIII,235 S.) •    s & 7/1 tvt	(Prof.Univ.Gö"
MINN,,,A,M i n n s.Mai	u.    M.Die Stempelsteuerbestimnrangen im Saarge- biet.                 1929. 
MINNICH,SERGIUS,5356,A,"Mi""nnioh,Sergius Minnich, Sergiue.   Zeittafeln zur Weltgeschichte von 5000 vor Christus bis 1936-    Die Daten der Weltgeschichte,   einschliess- lieh der wichtigsten Daten aus Kunst, Wissenschaft,  Kultur und Technik,   in gleichzeitiger Uebersicht zur "
MINTERT,STEFAN,87060,A,"M i n t e r t  ,  Stefan	¿T'T' &&& Mintert, Stefan.  JavaScript. Grundlagen und Einführung. Bonn: Addison-Wesley (Deutschland GmbH, 1996).     -25cm, 309 S. 35108	^ "
MINTROP,ANGELIKA,4489,A,"M. i n. t r o p  ,  Angelika Mintrop, Angelika. Gesellschaf tsTsezogene Rechenschafts- legung. Dokumentation""Sozialer Verantwortung""der Unterneh- men. (Diss.Univ.Zürich).Mitteilungen aus dem Handelswissen- schaftlichen Seminar der Universität Zürich. Heft"
MIOMANDRE,CHRISTIAN DE,16003,A,"Miomandre, Christian  de Miomandre,Christian de. Le contrôle des opérations d'assu- rances sur la vie. Commentaire de la loi dû 25 juin 1930 et dea règlements d'exécution. Extrait du Bulletin des Assurances, fasciculei53, 1934. Bruxelles:M.Weisaenbruch,19"
MIRIMONDE,A. DE,1456,A,Mirimonde.A	de Mirimonde.A	de. Manuel pratique des assurances Paris:Payot 1928.	(303 S.) 
MIRRE,LUDWIG,1121,A,"Mirre   t  Ludwig Mirre, Ludwig. Díte Körperschaftsteuergesetz vom 10. August 1925. Sammlung Deutscher Steuergesetze SDS.   64. Stuttgart^.Hess'1926.	'     (XVI,186 S.) "
MIRUS,R.R.,7433,A,"M i r M B , R Mirus,R       R        Allgemeine Elektricitäts-Gesell- schaft Berlin. Die Organisation der AEG-Zählerfabrik. Musterbetriebe deutscher Wirtschaft.Bd 9- Berlin:S.Hirzel 1929.     •         ""      (73 S.) ¿? "
MISCHEL,JIM,85519,A,"Mischel  ,  Jim Ittiachei, Jim. The developer's guide to WINHELP.EXE. Harnessing the Viindows Help Engine. Ed.by Jeff Dunte- mann. Coriolis Group ""book. [With diskette]. New York: John Wiley & Sons, Inc.,	(1994). A	-24cm.XV,385 p. 33305	^ "
MISES,RICHARD VON,3404,A,"Mises   ,   Richard    von Mises,Richard von. Wahrscheinlichkeit,  Statistik und Wahrheit Einführung in die neue Wahrscheinlichlceitslehre und ihre Anwendung. 2.*A. Schriften zur wissenschaftlichen Weltauffassung.  Bd  III. Wien:Springer 1936.	(VIII,282 S"
MISES,RICHARD V.,3387,A,"Mises, R i chard v.	3 3 of Mises,Eichard v. Vorlesungen aus dem Gebiete der angewandter Mathematik. Bd I¡Wahrscheinlichkeitsrechnung und ihre Anwendung in der Statistik und theoretischen Physik, Mit 90 Abb. Ieipzie:F.Deuticke 1931.	(X,574 S.) • J* 1954	""'"
MISTELBAUER,H.,,A,"Mistel""bauer     ,     H. s.       ìiiodellierung,   fachliche,   von Informations- systemen,   Methoden,   Vorgehen,   Werkzeuge. <Hrsger):   G.Müller-Ettrich,   H.M'    ... "
MIT,,85295,A,"Mit Mit der ETE ""Zürich in die Zukunft. Eidgenössische Tech- nische Hochschule Zürich: Lehrgebiete, Berufsbilder,Aus- iaildungsziele, allgemeine Informationen. (Ersgers Schul- leitung der ETE Zürich. Ausgabe 1985) • (Zürich, Presse- und Informationsdienst"
MIT,,5135/27,A,Mit Mit 62 in Pension ? Die neuen Statuten der Eidgenössi- schen Versicherungskasse \EVKy und der Pensions- und Hilfekasse der Schweizerischen Bundesbahnen {PHK) gemäss Beschluss und Botschaft des Bundesrates an die Bundesver- sammlung vom 2.März 1987 und
MITARBEIT,,,A,"Mitarbeit Mitarbeit,   meine,   im  Stiftungsrat, a.   (Sctiwarzenbach,H.R.).   Meine Mitarbeit   im Stiftungsrat "
MITBESTIMMUNG,,4439,A,"Mitbest.imraung	T-Y- 3 ^ Mitbestimmung,betriebliche, und ihre Grenzen. {NZZ- Schriften zur Zeit -29.) ZÜrich:Buchverlag Neue Zürcher Zeitung,1972. -""21 cm. 96 S. 13013 "
MITBESTIMMUNG,,4110,A,"Mi tbes timmung Mitbestimmung im Beruf und im Betrieb = Participation daña la profession et l'entreprise = Participazione nella professione e nell'azienda, ([seitr.von] Arthur Rich u.a.]. Red. :Théo: Chopard. Die Schweiz.) Jahrbuch der Neuen Helvetischen "
MITBETEILIGUNG,,91550,A,"Mitbeteiligung Mitbeteiligung der Arbeitnehmer.  Möglichkeiten und gegen- wärtige Ausgestaltung. ZUrich,   J.Vontobel & Co.  Bankiers,   (1977).       -21cm.   55 S. Abb. "
MITCHELL,W.C.,3325/9,A,"Mitchell,W	C                                                           3325/9 Mitcïiell.W     C      sind S     Kuznets. Current problems in measurement of national income. (XXIIe Session de l'Institut International de Statistique, Londres 1934) La Haye 1"
MITCHELL,WESLEY C.,3325/9,A,"Mitchell.Wesley      G	3325/9 MitchelljWesley C       Tue international pattern in business cycles. (XXIIe Session de l'Institut International de Statistique, Londres 1954) La Haye 1954.	(9 S.) "
MITGLIEDERVERZEICHNIS 1998,,,A,"M i  t g liederverzeieïiiiia Mitglieder-Verzeichnis  [des]  Scìiweizeri3che[n] Anwaltsver- toand[es] auf 1.  Januar r(1990i = îafcleau des membres [de la] Fédération suisse des avocats au 1er 3 anvi er ^1990 ••• (Zurich:  Lavaterstrasse 83,   1990).	-Sioa"
MITGLIEDERVERZEICHNIS 1998,,86625,,"itgliederverzeichnia Mitgliederverzeichnia /-doo]  Vo3?oin[o]   BUgehegioaliBi' Roofatoemwaite ,^1991/0»*   Otands   Ì.9'*   Jull  1901'/ -	- -	•  ->                                          .    , v des  Zürcher ÀnwalKverbandes .   Stand:   8.   Januar 1"
MITRANI,ALAIN,83364,A,"Mitrani     .     Alain #33 ¿r Mitran!, (Alain); Dalziel, (Murray M.)ï Strombach, (Man- fred),  Human Resource Management. Neue Konzepte zur Leistungssteigerung. (Landsberg/Lech): Verlag Moderne Industrie, (1992). A	-25cm.176 S. 30919,51119, "
MITTAG,MARTIN,81420,A,"Mittag   .Martin	81*420 Mittag, Martin. Baukonstruktionslehre. Ein Lehr- und Handbuch für den Bauschaffenden über Grundnormen, Baustoffe, Verbin- dungen, Konstruktions-Systeme, Bauteile und Bauarten. [Mit den deutschen Normen und techn. Baubestimmungen. ["
MITTEILUNGEN,,,A,"Mitteilungen Mitteilungen aus dem nandelswissenschaftlicaen Seminar der Universität Zürich. N.P. 52 s.Zollikofer,Werner Th       Die Systeme der Gewinnbetei- ligung...	1931. 1835. "
MITTEILUNGEN,,141,A,"Mitteilungen	*f¿/- sf Mitteilungen,  Basler juristische.  Organ für Gesetzgebung und Rechtepflege der Kantone  Basel-Stadt und Basel-Landacliaf 1 [Jahrgang l],  1954 ff. [Mit]	Generalregieter zu den ersten zehn	Jahrgängen (1954-196? «	n                   "
MITTEILUNGEN,,648,A,"Mitteilungen Mitteilungen der Aktuarvereinigung Oeaterreichg. Sonderheft Juli 1988; H.5» November 1989 - Wien: Schwärzenvergstr. 7, 1988 -    .	-26cm 262^8 "
MITTEILUNGEN,,297,A,Mitteilungen	297 Mitteilungen der medizinischen Abteilung [der] Schweizeri- schen Unfallvereicherungsanstalt. Herauag.v.d. Aerzten der Anstalt. Nr.l ff.- Luzern 1936 - 
MITTEILUNGEN,,315,A,"Mitteilungen	315 Mitteilungen der Schweizerischen Lebeneversicfaerucge- und Rentenanatalt an ihre Berufsvertreter. 1942,Kr.12 ff. [Fortsetzung von: Wegleitungen für unsere Berufsvertreter beider Abteilungen]. Zürich 1942- "
MITTEILUNGEN,,313,A,"Mitteilungen	313 Mitteilungen der Schweizerischen Lebeneversicherungs- und Rentenanstalt in Zürich. Nr.  l,  1925 ff.- Zürich 1925 - "
MITTEILUNGEN,,7400,A,"Mitte ilun Mitteilungen der Schweizerischen Verrechnungsstelle Communications de l'Office suisse de compensation ~ Comunicazioni dell'Ufficio svizzero di compensazione Band 1,1949 - 10,1958/59- Zürich 1949-1959- "
MITTEILUNGEN,,170,A,"Mitteilungen	l?0 ^Mitteilungen der Vereinigung schweizerischer Versicherungs- mathematiker. Heft 1,1906 ff.- Bern:Stampfli  & Cié.   1906- "
MITTEILUNGEN,,2849,A,Mitte   ilungen Mitteilungen [des] Interkantonalefn] Verband[es] für Perso- nalfürsorge / Verein Schweizerischer Fürsorgeeinrichtungen. Nr. 1/2 ff. - Personalfürsorge. . ./Personalvorsorge. .. [Diverse  Titeländerungen:   s.   oben]. Bern 1955-	-21cm 
MITTEILUNGEN,,73057,A,"Mitteilungen Mitteilungen des St. Galler Zentrum für Zukunf taf orschung [Mit Nachträgen] St.Gallen, Guisanstrasse 92, 1976 -         - 32 cm. Loseblatt-Auag. Ordner "
MITTEILUNGEN,,3014,A,Mitteilungen Mitteilungen des Verbandee der Öeterr.und ungar.Versiche rungs-Tecfaniker. (Wien 1902). 262 
MITTEILUNGEN,,294,A,"Mitteilungen	294 Mitteilungen, periodische, der schweizerischen Lebensver- eicherungs-Geeellschaften an die Schweizer Aerzte. Hr.l ff. Zürich:Gebr.Leemann 1941- d "
MITTEILUNGEN,,193,A,"Mitteilungen	193 Mitteilungen,statistische,  des Kantons Zürich. Herausg.v.Statistischen Bureau des Kantons  Zürich. Nr.109  (1912) ff.- 1937. N.F.  Bd 1,1938/1939 ff.- N.F.  Bd.VI,1944. Zürich 1912-1945- "
MITTEILUNGEN,,194,A,"Mitteilungen	194 Mitteilungen, statistische, des Kantons Zürich. Dritte Folge. Heft l ff. (Zürich:Genoesenechaftsdruckerei) 1945- "
MITTEILUNGEN,,350,,"Uitteilun gen Mitteilungen liber  die berufliche Vorsorge;   hrsg.  vom Bun- desamt für Sozialversicherung. Nr.  l,  1986 - Bern 1986  -	-30cm. "
MITTEILUNGEN,,663,A,"Mitteilungen	663 Mitteilungen,veraienerungewiesensehaftliche, des Deutschen Vereins für Versicherungswesen in der Tschechoslowakischen Republik. Heft 1-11. Prä« :J. G.Calvesehen 1922-1935. 5« "
MITTEILUNGEN,,411,A,"Mitteilungen	411 Mitteilungen(verdicherungswis8enschaftllche. SA.a.d.""Mitteilungen dea  Oesterreichisch-ungarisohen Ver- bandee der Privat-Vereieherungs-Anstalten"". H.F.Bd 1,1905 - IX,1914.         ""fBtt^?« VJien:F.Deuticke 1905-1914, 19 "
MITTEILUNGEN BIS 1975 AB 1976,,390 324,A,"Mitteilungen	,        3 z Mitteilungen, wirtschaftspolitische.   p fo Jg. 14, 1958, Nr. 5if 26,1970, Nr. 2 u. 11; 30, 1974, Nr. 9 u. 12; 31, 1975, Nr. 1- ZUrichiWirtachaftsförderung; Gesellschaft zur Förderung der schweizerischen Wirtschaft,1958- "
MITTEILUNGSBLATT,,,A,"Mitteilungsblatt Mitteilungsblatt der Arbeitsgemeinschaft für betriebliche Altersversorgung e.V., Heidelberg s.  Altersversorgung, betriebliche. Mitteilungsblatt der Arbeitsgemeinschaft ..« "
MITTEILUNGSBLATT,,212,A,"Mitteilungsblatt	212 Mitteilungsblatt des  Delegierten für Arbeitsbeschaffung. Jg.l,1945  - Jg.l5,l9£é/é/, Bern:Eidg.Drucksachen-u. Materialzentrale 1945 - K 1589 "
