Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
FREI,HEINRICH,,A,"Frei,  HeinrichFrei.Heinrich. Rechenbuch für die Primarschule des KantonsZürich. Neuntes Schuljahr,l.Auflage.[Zürich:] Kantonaler Lehrmittelverlag 1955.    (144 S.)K 4460"
FREI,HERBERT,,A,"Frei     ,     Herberts.       König,  Elisabeth;   F'H'.       Wie  aus  der Schweiz  einMusterland wurde   ..."
FREI,KARL,,A,"Frei,  Karla. Bundesversammlung, die Schweizerische,"
FREI,MARTIN,,A,"Frei     ,     MartinGeheimtip  95/96  für  Geniesser  im Alltag.""Vom Buurebeizli  bis   zum Gourmettempel""rund um Zürich,   Hrsg.von Martin Wüthrich,"
FREI,RICHARD,,A,"Frei .RichardFrei,Richard, Die Verantwortlichkeit des schweizerischenOffiziere in strafrechtlicher, zivilrechtlioher und.morali-scher Beziehung mit besonderer Berücksichtigung der Verant-wortlichkeit des Militärarztes im Vergleich zu jener desZivil- und B"
FREI,RUEDI,91004,A,"Frei,RuediPrei, Ruedi.   25 Jahre internationale Wirtschaftsordnung,Dynamik und Wandel. Schriftenreihe Nr. 10.St.Gallen,   St.Gallische Kantonalbank,   1980.       -21cm.73 S."
FREI,THOMAS,87964,A,"Frei  ,  ThomasFrei, Themas.  Die Integritätsentschädigung nach Art. 24und 25 des Bundesgesetzes über die Unfallversicherung.(Diss.Univ.Freiburg/SchweÌ2}. Arbeiten aus dem iuristi-sehen Seminar der Universität Freiburg/Schweiz. 170.Freiburg/Schweiz: Unive"
FREI,WALTER,,A,"Frei     ,     waiters.         Richner,   Felix;   F'W.        Kommentar   zumErbschafts- und Schenkungssteuergesetz."
FREI-MAURER,SYLVIA,,A,"Frei     -    Maurer,     Sylvias.       Sptthler,   Karl.       Die Ehescheidung,   Artikel  137-158  ZGB.  ErgänzungsTaand.  Erläutert von KarlSpühler unter Mitarbeit  von S'P'-M1."
FREIBERGER,W.,3836,A,"Freiberger,W.	B ? Z ¿>Freiberger,W. ; Grenander,U. A course in computationalprobability and statistics. (Applied mathematicalsciences. Vol.6.)New York,Heidelberg,Berlin:Springer-Verlag,1971. - 26 cm,XII,156 P. 35 ill.12539"
FREIBURG / KANTON,,,A,Freiburg    /    Kantons .      Fritjourg/Canton   ...
FREIGANG,KARL-HEINZ,,A,"Freigang     ,     Karl-Heinzs.       Computer und Uefcersetzen. Eine Einführung [Von]Acfcim Blatt,  K'-H'F'    ..."
FREIGELD,,3900/122,,"g . 1 a	J 9° *Freigeld-Freiland? Zeitgemasse Ablehnung von lehre undAgitation.Herausg. v. d. Zürcher Handelskammer.Wirtschaftliche Publikationen der Zürcher HandelskammerHeft 19, 1934.[Zürich]:Zürcher Handelskammer (1934).       (19 S.)•        A"
FREIHANDELSASSOZIATION,,91566,,"PreihandeleassoziationFreihandelsaBSOziation, die Europäische. [\ 2. Auf läge) derAusgabe ""Die Europäische Freihandelsassoziation. Struktur,Regeln und Arbeitsweise, 1976""].Genf, EFTA-Sekretariat, 1980.	-21cm.181 S.Kein"
FREIHANDELSASSOZIATION EUROPAEISCHE EFTA,,84448,A,"Freihandelsassoziation. europäischeE F T AEPTA. Uebereinkommen zur Errichtung der EuropäischenFreihandelsassoziation. Textausgabe mit Einführung.(Deutschsprachige Textausgabe, die den amtlichen schweize-rischen und österreichischen Wortlaut wiedergibt.Sta"
FREIHANDELSASSOZIATION,,94544,A,"FreihandeleasBoziationFreihandelsassoziation, Europäische. Das Stockholmer Ueber-einkoramen und die Liberalisierung des Welthandels(Herausgegeben von den Regierungen der Sieben: Oesterreich,Dänemark, Norwegen, Portugal, Schweden, Schv/eiz, VereinigtesKöni"
FREIHANDELS-ASSOZIATION,,97122,A,"Freihandels-AssoziationFreihandels-Assoziation, die Europäische. Erweiterte Fassungder anlässlich einer vom Vorort einberufenen Konferenz derSektionen vom 8.Dezember 1959 gehaltenen Referate.Herausg.v.Vorort des Schweizerischen Handels- und Industrie-Vere"
FREIHANDVERKAEUFE,,194,A,"Freihandverkäufe	y• t9 ¿/,Freihandverkäufe von unbebauten Liegenschaften I960 -1972. Entwicklung der Bodenpreise. Statistische Mittei-lungen des Kantons Zürich. Dritte Folge, Heft 81.(ZUrich:Statistisches Amt des Kantons Zürich,)1974.- 21 cm. VIII,78 S.14"
FREIHEIT,,5075,A,"FreiheitFreiheit,die, des Bürgere im schweizerischen Recht.Festgabe zur Hundertjahrfeier der Bundesverfassung.Herausg.v.d. luristischen Fakultäten der schweizerischenUniversitäten = La liberté du citoyen en droit suisse.Recueil du centenaire de la Constit"
FREIHEIT,,11181,A,"FreiheitFreiheit und Zwang - rechtliche, wirtschaftliche und ge-sellschaftliche Aspekte. Festschrift zum 60. Geburtstag•von Professor Dr.iur.Dr.phil. Hans Giger. Hrsg.von WalterJ.Habscheid, Hans-Joachim Hoffmann-Nowotny [u.a.].Bern: Verlag Stämpfli & Cie "
FREIZUEGIGKEIT,,97602,A,"FreizügigkeitFreizügigkeit in der ""beruflichen Vorsorge. Begleitfce-richt zum Vorentwurf dea Eidg. Justiz- und Polizeidepar-tements [und] Vorentwurf des Eidg. Justiz- und Polizei-departements, Dezember 1990.Bern 1990.	-30cm.[50] S."
FREIZUEGIGKEIT,,97547,A,"FreizügigkeitFreizügigkeit in der beruflichen Vorsorge. Grundlagenund Vorschläge für eine Verbesserung der geltenden ge-setzlichen Regelung. [Autoren]: P.Christe, J.R.Hagedorn[u.a.].[cham: Schweizer Personal Vorsorge], 1988.   -30cia.49 Bl26378	W"
FREIZUEGIGKEIT,,97540,A,"FreizügigkeitFreizügigkeit in der beruflichen Vorsorge.Tagung der Pre-vi sta-Vorsorge IG, 30.November 1987.([Mit Beiträgen von]Leo von Deschwanden, Markus Meier [u.a.]).Zürich 1987.	-30cm.[l09] Bl,25989"
FREIZUEGIGKEITSABKOMMEN,,ORD 220,A,"Freizttgigkeitsabkommen[Freizügigkeitsabkommen 9o]: Ergebnisse der Vernehmlas-sung zum neuen Freizügigkeitsabkommen und Kündigung derVereinbarung u""ber die Freizügigkeit zwischen den Pensi-onskassen öffentlicher Verwaltungen und Betriebe desBundes, der Ka"
FREIZUEGIGKEITSGESETZ,,ORD 258,A,"Freizügigkeitsgesotz	4Preizügigksitsgesetz,   das  neue.  PVT-Info.   Nr.   71,   Okto-ber 1993.Viinterthurï  Personal-Vorsorge Programm,   1993.	-30cm.•	6  S."
FREMDARBEITER,,91402,A,"FremdarbeiterFremdarbeiter überflüssig? TexttGladys Weigner. Fotogestaltung:Bernhard Moosbrugger . 2. Auflage.ZUrioh:Gonzett u.Huber,Dr.,1970.      -8o, 96 S., ill."
FREMDE,,93247,A,"FremdeFremde »Fremdarbeiter, Ueberf remdungsproblem. Dokumentationzur Ueberf remdungs-Ini tiative II.Zürich:Geaellachaft zur Förderung der schweizerischenWirtschaft,1969.	-8°, 86 S.G 932"
FREMDENVERKEHR 1973,,185,A,"Fremd   enverkehr	-/^,?5                  -^ / OFremdenverkehr in der Schweiz = Le tourisme en Suisse1967, 1970 -Statistische Quellenwerke der Schweiz. Heft 455461540Bern:Eidg.Statistisches  &mt,1968 -10135"
FREMDENVERKEHR,,,A,FremdenverkehrFremdenverkehr und Hôtellerie in der Schweiz.[Herausg.v.d.] Schweizerischen Bankgesellsûhaft[Basel 192.]	(40 S.)
FREMDENVERKEHRSVERBAND,,R 220,A,"FremdenverkehrsverbandFrejndeüverkehrsverband, Schweizerischer.Tätigkeitsbericht über das Jahr1937/58,(Publikationen des Schweiz.  Fremdenverkehrsverbandes .Hr. ..)Züric}i:Buchdr.a.d.Sihl A.G.   1938.	(84 S.Ï"
FRENCH,,,A,"FrenenFrench company handbook 1988. (A ""blue-chip guide pub-lished by International Business Development with TheInternational Herald Tribune. 8th edition).Paris, Rue de Batignolles,3» 1988.         -29cm.192 p.G Dr.Honegger	^^   .         Kein SWK"
FRENCH,WENDELL L.,86503,A,"French     ,     Wendeil      L.French, Wendell L.;   Bell,   Cecil H,,   ¿r.    Organisations-entwicklung.   Sozialwissenschaftliche  Strategien  zur Or-ganisationsveranderung.   (Uecersetzung aus dem Amerikani-schen:   Christoph  Martert).   3.  Auflage"
FRENZEL,HERBERT,,A,"F r e n z e 1 , Herberts. Langenscheidts Handwörterbuch Italienisch,"
FRENZEL,KONRAD,,A,"Frenzel,Konrads.  Amtroelus,Ernst u.K.F.  Das Bild der Erde;...         1930,"
FRENZEL,WALTER,,A,"Frenzel, Walters. Langenscheid ts Handwörterbuch Italienisch.s. Langenscheidt. L's Taschenwörterbuch Italienisch."
FRESE,HERBERT,58617,,"Prese  .  HerbertFrese,  Herbert.       Mitarbeiterf Uliruïig.   (3.Auflage 1984;Nachdruck 1987).  Management-Wissen.WUrzburg,  7ogel(-Verlag,   1987).	-23cm.130  S25734                                                   ™"
FREUDE,,,A,"FreudeFreude und Arbeit; offizielles Organ des ""InternationalenZentralbüros Freude und Arbeit"".Jg 3,[1938],Heft     3,4,         7,      10,11,12.""  4,[1939],Heft  2,Berlin 1938-., A"
FREUDENSTEIN,GUSTAV,,A,Freudenstein »GustavFreudenstein»Gustav. Der landwirtschaftliche Pachtvertragnach den Rechtssystemen Deutschlands und der Schweiz undunter Hinblick auf seine nationalökonomischen und landwirt-schaftlichen Beziehungen.Minden i.Weetf. :J.C.C.Brun 1884.     
FREUND,H.,,A,"Freund,     H.	'-*Freund,   H»;   Freund,  U.       Harvard Graphics für Windows.Das DATA BECKBR Handbuch:   Einstieg,  Praxis,  Referenz.(Düsseldorf):   DATA BECKER   (^GrabH,   1992).	-25cm.496 S31409"
FREUND,JOHN E.,82819,A,"Freund,   John     E.Freund, John B.; Perles .Benjamin M. Business statisticsA first course.Englewood Cliffs,   New Jersey:Prentice-Hall/1974).-  24   cm.   VIII,359  P.14153-íl"
FREUND,U.,,A,"Freund     ,     U.s.       Freund H.;   P'U.       Harvard  Graphies  für Windows"
FREUNDL,STEFAN,4480,A,"Freundl, Stefan	¿¿' i¿ J'UFreundl,Stefan. Taschenbuch für Personalplanung undStellenausschreibung.Heidelberg:!.H.Sauer-Verlag,(1967).	(112 S.)9278"
FREY,,,A,F r e ys.  Kümmerly und Prey
FREY,ADOLF,,A,"Frey, AdolfB.Frey.Emil.Briefe des alt Cordonnier Sebastian Gäuggeli.1898,"
FREY,ALFRED,,A,"Frey   ,   A  1 f  r e  dFrey,Alfred).  Beitrag zur Frage der Schweizerischen Kranken-und Unfallversicherung.Zürioh:UIrioh 1893.	(16 S.)"
FREY,ARTHUR A.,72044,A,"Frey, Arthur  A,Frey,Arthur A. Computerestimation und ComputerrealitätHabilitationsachrift ... .Zürich:Verlag Industrielle Organisation,1970, -8°,132 S.G 956"
FREY,EDWIN,94380,A,"Frey,   Edwin	9FreytEdwin. In Erinnerung an Dr. E. F., Sekretär desVororts des Schweizerischen Handels- und Industrieverein(Zürich 1950).	(28 S.)G 316                                                 W"
FREY,EMIL,2896,A,"F r e y , E m i 1Frey,Emil. Versicherungswirtschaft im Geroeinsamen Markt,Die Niederlaasungsfreihei t in der SchadensverSicherung.Mit Beiträgen von Paul Braess, Herbert Bruns, UlrichFahr ...[u.a.]. (Schriftenreihe zum Handbuch für Europai'sehe Wirtschaft."
FREY,EMIL,6493,A,"Frey ,EmilFrey,Emil. Briefe des alt Cordonnier Sebastian Gäuggeli.Mit einem Anhang von Aprilscherzen herausg.v. Adolf Frey,3.A.Aarau: Sauerländer 1898.	(83 S.)<f"
FREY,GABY,,A,"F r e y ,  Gabys.  Abfall und Recycling. Eine Dokumentation derAktion Saubere Schweiz für Lehrer, Gemeindenund Umweltinteressierte. (Gesamtredaktion: FeterF.Frischknecht, G'F1)."
FREY,GUSTAV ADOLF,7509,A,"Frey, Gustav  AdolfFrey.G(ustav) A(dolf). Schweizerisches Verkehrslexikon.Ein Nachschlagebuch für Handel, Gewerbe und staatsbürgerlichen Seibatunterricht.Zürich:Schulthess & Co. 1917.	(IV,371 S.)924.                       ""   (Dr.)            '"
FREY,HANS,93015,,"Prey     ,     HansPrey,   Hans.     Die Unterhaltspflicht  der Eltern  gegenüberihren Kindern nach  schweizerischem Recht.   (Diss.Univ.Zürich),   Zürcher Beiträge   zur Rechtswissenschaft.   N.F.Heft  141.Aarau:   Verlag H .R .Sauerländer & Co.,   1948."
FREY,HANSRUDOLF,,A,"Frey      ,      Hansrudolfs.        BortoluzzirDubach,   Elisa;   F'H'.Sponsoring.   Der  Leitfaden  für   die  Praxis."
FREY,HEINRICH,91100,A,"Frey, Heinrich	91*100Frey, Heinrich. Schweizer Brevier. Was ich von meinerHeimat wissen will.(Gartenstadt-LiebefeldrH.Frey 1947).         (42 S.)K 713	•"
FREY,HEINRICH,81221,A,"Frey   »Heinrich	8l'221Frey,Heinrich.   Sprachkarte der Schweiz 1:500*000.Be'rn;Kümmerly & Frey.K 1646(Dr.)	A"
FREY,HUGO A,1741,A,"Frey.Hugo AFrey.Hugo A       Die Devisengesetzgebung der Schweiz.Sammlung der schweizerischen Devieenerlasse.Lieferung l,	Oktober 1945.	Lieferung 6, März 1947Lieferung 2,	Januar 1946.	""    t,Lieferung 3,	April 1946.	.   ,    fLieferung 4,	Juli 1946-	**Lie"
FREY,J. MARTIN,,,"Prey     ,     J.    MartinPrey,   3. Martin.      Einführung In Microsoft Excel,  2 Hef-te.   (Heft l:TabQlletLkallaila-tlon,   Grafik.  46 S.;   Heft 2:Tabellenkalfculation,Pua.ktÍon.eiiíDaten'banl£fMakros.  48 S*).(Zürich)!  Lehrmittelverlag des Kanton"
FREY,JAKOB GUSTAV,97510,A,"F r e y  ,  Jakob  GustavPrey, Jakob Gustav.  Mitgliedschaft und Mitgliedschaftswechsel bei der Genossenschaft. Dies.Univ.Basel.Basel 1943.	-30cm.XI,263 Bl.^^	Pkotokopie."
FREY,JOSEF,4423,A,"Frey, JosefFrey,Josef. Der Arbeitsplatzwechsel, insbesondere seineAuswirkungen auf den Betriebserfolg. (St.Galler Disser-tation. )Aarau:Fasler-Druck,1970."
FREY,JULIUS,,A,"F r e y  ,  JuliusPrey,Julius.   Zur Frage der Aufstellung der Bilanzen aufEnde 1914.Zürich:0rell Füssli 1914.	(20 S.)(Dr.)	/«>"
FREY,O,P,A,"F r e y , O	JFrey,0       Atlas der Anatomie dee Menschen; Beschreibungdes menschlichen Körpers und der Tätigkeit seiner Organe,Mit Abb.München¡Schreiber (1905).	(54,V S.)"
FREY,PAUL,1382,,"Prey,  Paul	4 3Prey, Paul. Die Bekämpfung des regelwidrigen Abganges in derLebensversicherung.Mitteilungen aus dem bandelswissenscbaftlicben Seminar derUniversität Zürich.  H.P.Heft 59.Zürich.-Sohulthess  1937-	(XIX,428 S,)2315                            "
FREY,PETER,1916,A,"Frey,     PeterFrey, Peter. Gibt es eine Rechtspflicht zur Gleichbehandlungder bei einer VersicherungsaJctiengesellschaf t Versicherten?(Abhandlungen aus dem gesamten Handelsrecht, BürgerlichenRecht und Konkursrecht. Heft 25).Stuttgart:F.Enke Verlag 1959-"
FREY,RENÉ L.,4140,A,"Frey  ,  René  L.Frey, René L.  Wirtschaft, Staat und Wohlfahrt. EineEinführung in die Nationalökonomie. 3., neubearbeiteteund erweiterte Auflage. (Recht und Wirtschaft aktuell).Basel; Verlag Helbing & Lichtenhahn, (1981).     -23cmA	195 SG Fi	W"
FREY,RENÉ L.,97377/64,A,"F   r   e   y      ,     René     L.Frey,   René L.       Lebensqualität  und WirtschaftswachstumDie   Orientierung.   64.(Bern),   Schweizerische Volksbank,   1976.       -30cm.   20   S.Ä.	Abi)."
FREY,RENÉ,,A,"F r e y , R e na. Steuersystem, das schweizerische, wie es sein könnte"
FREY,RITA,,,"Prey  ,  RitaPrey, Rita.  Das neue Penslonskassen-Gesetz,Rechtlich undwirtschaftlich, abgesicherte Gestaltungsmuster zur Anpas-sung oder Neugründung, Organisation und Führung von Pen-sionskassen* [stand]: Dezember 1982.(Zürich), WEKA-VERLAG Fachverlag für"
FREY,THEO,,,op-Wsgt-*U)
