Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
STUESSI,FRITZ,94268/2,A,"StuBsi,     Fritz	94*268/2 Stüsei,Fritz. Ueber die Entwicklung der Wissenschaft im Brückenbau. Mit 19 Abb. (166.Neujahreblatt.herausgegeben von der Naturforschenden Gesellschaft in Zürich auf das Jahr 1964.) Zürich:Leemann 1964.	(32 S.) "
STUESSI,HEINRICH,,A,"S t ü 3 e i   .Heinrich Stilssi,He inrioh.    Das Baugesetz für Ortschaften mit städti- schen Verhältnissen nebet den zugehörigen Verordnungen und den das Bauwesen des übrigen Kantonsgetoietes betreffenden Bestimmungen,  mit Einschluss des Ezpropriationsg"
STUESSI,H.,7045/R,A,"S  t ü 8  s  i   ,  H	< - < ~/ + //t StüBai,H	Die Zinsrechnung samrat Anwendungen, Heft ZI:Die Verzinsung periodischer Zahlungen. Zürich:G.Schmidt 1876.	(147 S.) "
STUESSI LAUTERBURG,,,A,"Stüesi    -    Lauterburg Stüssi-Lauter""burg,   JUrg e.  Festschrift Walter Schaufelberger [60 Jahre] "
STULZ,GUENTHER,1229,A,"Stulz, Günter Stulz,Günter. Der Eigentumsvorbehalt im in- und ausländi schen Recht. Herausg.v.Reichsverband der deutschen Industrie. 3.*A. Berlin:Selbstverlag ... 1932.	(87 S.) • K         / _„__.	° (Dr.,Rechtsanwalt)    4 "
STUMM,NICOLAUS VON,,A,"Stumm,   Nicolaus       von a.   Jahre,   75,  Managernachwuchs   international,   lie.   oec HSG. "
STUMMER,HEINRICH,,A,"Stummer-',  Heinrich (Lutz,Joseph Maria; St'H'.) Hunderfünfundzwanzig Jahre Bayerische Hypotheken- und Wechsel-Bank, 1835-1960. "
STURM,HERMANN,,A,"Sturm,     Hermann s.   Hunziker,Fritz.   Die Mittelschulen in Zürich "
STURM,JOSEF,7885/19,A,"Sturm, Josef x/#. Sturm,Josef. Spezielle Risikobewertung in der Lebensversi- cherung . SA.a.d.""Deutschen Versicherungswirtachaft"", 1937. 2400	^r   (Dr.,Dir.München)    x. "
STURM,JOSEF,94177,A,"Sturm,  Josef	'                     94'177 Sturm,Josef.    Methoden der RielJtobewertung. Vortrag auf dem Kongress für Lebensversicherungsmedizin im Juli 1935 in London. [London] 1935.	(66 S.) •i"" "
STUTZ,J.,,A,"Stutz  ,  J. s.   Diagnosenschlttssel 1979 nach der Internationalen Klassifikation der Krankheiten der WHO ICD 9. Re- vision = Code des diagnostics CIM ... (Bearbeitung: "
STUTZ,WALTER,94343,A,"Stuta, Walter	e? ¿¿ 3 t¿ 3 Stutz,Walter. Die Sicherstellung der Versicherungaansprücht nach schweizerischem Hecht. (Abhandlungen zum schweizerischen Recht. N.F. Heft 261) Bern:Stämpfli 1948.	(XVI+165 S.) m K Z344	^P   (Dr. ) "
STUTZER,BEAT,6773,A,"Stutzer  ,  Beat Stutzer, Beat.  Kurt Sigriat. [Beilage: Publikation anlässlich der Ausstellung im Helmhaus Zürich vom 19. August ois 1. Olctooer 1995- 27 S.,ill.]« Zürich: Offizin Zürich ([verlags-AG	OZv],	1995).  -31cm. A	176	S.,ill.,Por-br. G Beitrag R"
STUTZER,BEAT,6759,A,"Stutzer  ,  Beat Stutzer, Beat.  Albert Müller (l897-1926) und die Basler Künstlergruppe Rot-Blau.Mit einem kritischen Katalog der Gemälde, Glasscheiben und Skulpturen. (Schweizeriacb.es In stitut für Kunstwissenschaft; Oeuvrekataloge Schweizer Künstler, "
STVAN,J.,97390,A,"S t v a n Stvan, J.i Staub, J. Environnement suisse: la nouvelle phase = Umwelt Schweiz; Die neue Phase. (Publication [de l1]lnstitut Ecoplan. 2/1973). Genève, Institut Ecoplan, 1973.  -30cm. 101 p. "
SUBILIA,P.,,A,"Subilla, P. Steiger, F[ritz] de.  Le droit des sociétés ano- nymes en Suisse. Adaptation française par J.Cosandey et P'S1. "
SUBRAHMANIAM,KATHLEEN,31085,A,"Subrahraaniam    ,     Katiileen         ^ Subrahmaniam,  Kathleen.     A primer  in probability.   (Sta- tisticssTeitbooks and monographs. Vol.28). New York,Baael,   Marcel Dekker,Inc.,   (1979).	-2?cm. A	VIII,326 p. 18207 "
SUBVENTIONS,,,A,"Subventions *, Subventions et parts légales s.  Bundessubventionen und gesetzliche Anteile.  1951- "
SUCCESS,,87856,A,"Success Success analysis of Swiss aireet investments in the P.R. China. Representative survey, March 1998. A study con- ducted by Roland Berger & Partner GmbH, International Management Consultants and the Economic & Commercial Section at the Embassy of Sw"
SUCCESSIEWET,,,A,"Succeesiewet Succeseiewet... s.Wilde,H     W     de.  ...  1923. Adrian!,P.J.A.   ...	1927. Zwolle 0 "
SUCHARD,PHILIPPE,,A,"Suchard     f     Philippe s.       Edlin,   Christa.       Philippe  Suchard ^1797-1884) "
SUCHARD,PHILIPP,,A,"Suchard,     Philipp s.   Schweizer Pioniere  der Wirtschaft und  Technik.   Bd.l <7 "
SUCKOW,F.,,A,"S u o k o w , F 3uckow,F        Die Erhebung einer vorläufigen Steuer vom Grundvermögen. Nachtrag von Maz Renzi. Berlin:Heym&m 1930.	(96 S.) -.«-., "
SUCRO,TH.,,A,"Suore , T h Sucro,Th       Die Sterblichkeit nach der 100-Jährigen Erfahrung des Witwen- und Waisen-Unterstützungsvereines der Volksechullehrer in München. München:Puttkammer & Mühlbrecht 191?.  (16 S.) "
SUCRO,THEODOR,,A,"Suero .Theodor Suero,Theodor. Statistische Untersuchungen über die Sterb- liohkeits- und Dienstunfähigkeits-Verhaltnisse der bayeri- schen mittleren Eisenbahnbeamten (1890-1914). München 1916.	(42 S.) '        -* (Versicherungsmathematiker) "
SUDAU,K.,,A,"S u d a u   ,  K B.Behrbotijn,W	u.K.S.Die neue  deutsche Devisengesetz- gebung...                                                          1932-1933. 2003.	^           (Dr.) "
SUEDAFRIKA,,6576,A,"Südafrika SUdafrika. Sport und Leben im Freien, (Pretoria:Soutîi African Tourist  Corporation,[196?]). - 16x29  cm.   ill. "
SUEDEKUM,ALBERT,7584,A,"Südekum, Albert Südekum,Albert.     Zuwachesteuergesetz vom 14.Februar 1911t und  Zuwachseteuer-Aueführungsbestimimingen vom 28.März 1911. Mit Einleitung und Anmerkungen zum praktischen Gebrauch. MannheimrJ.Bensheimer 1911.	(188 S.) (Dr.) "
SUEDHOF,H.,,A,"S ü d h o f, H. a.  Klostermann, G.F.; S'H,; Tischendorf, W. Der diagnos- tische Blick. "
SUENNEMANN,KARL OTTO,,A,"Sünnemann     ,     Karl     -     Otto s.       Mecs,   Jan;   Oefner-Py,   Stefan;   S'K'-O'. Projektmanagement  in neuen  Dimensionen   ... "
SUESS,R.,,A,"S u e s 8 , R (Suess.R       ). Wie bewahrt man sich vor Schaden beim Aufgeben einer Lebensversicherung, 2.A. Wien:Suess [o.J.]	(11 S.) / A "
SUESS,THEODOR,1524,A,"Suse »Theodor Stiss, Theodor. Die Privatversicherung im Kriege; dargestellt an Hand der einschlägigen Gesetze, Verordnungen, RunderlaBse , Rundschreiben und Richtlinien. Berlin:R.v.Decker's Verlag (1940).      (XVI,256 S.)' • 0"" 1940,2884.	^ (Prof.Dr. Ber"
SUESS,THEODOR,2816/1,A,"Süss .Theodor Suse,Theodor.  Ansprachen und Vorträge bòi der Eröffnungs- feier des Instituts am 19. Januar 1939 in der Universität Berlin. (Veröffentlichungen des Berliner Hoohechulinetituts für Ver- eicherungewissenscliaft. Heft 1) Berlin¡Gruyter 1939.	("
SUISSE,,7623C 1-2,A,"Suisse	/ """"**€ /-¿ Suisse économique et sociale,la. Ouvrage publié par le Département fédéral de l'Economie publique. <Décision du Conseil fédéral du 28 avril 1923 > Partie I:Exposé historique et systématique» Partie II-.Texte des lois et ordonnances. Ein"
SUISSE,,70724,A,"Suisse Suisse,la, doit avoir une flotte marchande permanente. [Pubi.p.] Maritime suisse S.A.,Baie (Bureau de Genève) (Genève 1942).	(56 S.) •	-       / 1942,3932.               ^	'J "
SUISSE,,5202,A,"Suisse	-<~7 !_/ S\S Suisse,lat économique et sociale. Partie II: Texte des lois et ordonnances. Ouvrage pubi.p.1.Département fédéral ûe l'Economie publique, Einsiedeln:Benziger & Go. 1926.         {110? p.) "
SUISSE,,81363,A,"Suisse	8l'363 Suisse, la, en graphiques. Pubi.p.le Bureau fédéral de statistique. Berne 1952.	(62 S.) K 2775 "
SUISSE,,94551,A,"Suisse Suisse,la, et l'Afrique. Revue économique et sociale. Numéro spécial du Bulletin de la Société d'études écono- miques et sociales à Lausanne en collaboration avec l'Insti- tut Universitaire de Hautes Etudes Internationales à Genève Lausanne I960.	("
SULSER,WILHELM,,A,"Suleer,  Wilhelm s. Pioniere, Schweizer, der Wirtschaft und Technik. Bd.2, "
SULANKE,ROLF,,A,"S  u l   a n k  e   ,  R  o  1  f s.   flényi,Alfred,   Dialoge  über Mathematik, "
SULZBACH,W.,,,a. Afrika und seine Probleme. 
SULZER,WOLFGANG,,A,"Sulzberger     ,    Wolfgang e.       Liebelt,  Wolfgang;   S'M1.       Grundlagen der Ablauf- Organisation... "
SULZER,C.,,A,"S u l z e r , C Sulzer,C	Wirtschaftspolitische Zeitfragen. Winterthur:Binkert 1922.	(35 S.) (Nationalrat) "
SULZER NEUFFERT,J.J.,,A,"Sulzer-Neuffert   ,      J.J. s.   Schweizer Pioniere der Wirtschaft und Technik.   Bd.2 "
SULZER ZIEGLER,ED.,,A,"Suïzer-Ziegler.Ed v (Sulzer-Ziegler,Ed	).Kranken- und Unfall-Versicherung, (Winterthur 1895).	(14 S.) 58B "
SULZER ZIEGLER,EDUARD,,A,"Sulzer-Ziegler,   Eduard s.   Schweizer Pioniere  der Wirtschaft  und  Technik Band   21. "
SUMIEN,PAUL,,A,"S u m i e n , Paul Siimien,Paul. Traité théorique et pratique des assurances terrestres et dea opérations de capitalisation et d'épargne Ce édition. Paria:Dalloz 1942.	(518 S.) 1942,3866.              ™ "
SUMIEN,PAUL,6402,A,"Sumi en , Paul Sumien.Paul. Les réserves dans les sociétés d'assurances et de capitalisation. (Paris-.La Sécuritas, iropr., 1941)	(64 p.) •f "
SUMIEN,PAUL,1458,A,"Sumien,Paul Sünden, Paul. Le régime et le contrôle des sociétés d'assu rances et de capitalisation. (Les réformes de 1958). Paris:Dalloz 1939.	(279 S.) 1939,2659.    -          ^                  fJ "
SUMIEN,PAUL,2634,A,"Sumien,Paul Sumien,Paul. Traité théorique et pratique des assurances terrestres et des opérations de capitalisation et d'épargne 4. éd. Paris:Dalloz 1937.	_                    (491 P.) 112?                                                       ™ "
SUMIEN,PAUL,1484,A,"S u m i e n , P a u l Sumlen,Faal. Traité théorique et pratique des assurances terrestres et de la réassurance. 3.éd. Paris:Dalloz 1931.	(480 S.) 1123.	™    (Conseiller d'Etat) r "
SUMIEN,PAUL,1486,A,Suinien.Paul SuniienfPaiil. Traité théorique et pratique des assurances terrestres et de la réassurance. Paris:Dalloz 192?.	(28? p.) 1123.	™  (Conseiller d'Etat)    A 
SUMMARY,,97189,A,Summary	*? ? / Summary of life insurance business 1963. [Publ.by] the Life Insurance Association of Japan. [Tokyo   1964.]	(124   p.) 817 
SUMMER,CHARLES E.,,A,"Summer ,Charles  E. s.   Newman,William H.;   S'Ch'E.;   Warren,E.Kirby.   Management Prozesse. "
SUMMERS,ROBERT,,A,"Summers   ,   Robert s.   Marschak,Thomas ;   Glennan>Thomas K.;   S'R'.   Strategy for  R&D. "
SUNDT,BJORN,31121,A,"Sundt     .     Ejprn r f£ f Sundt, Bjjjrn.   An introduction to non-life insurance mathematics. Veröffentlichungen des Instituts für Versi- cherungswisseuschaft der Universität Mannheim. Band 28. Karlsruhe, VVWfVerlag Versicherungswirtschaft e.V., 1984)."
SUOMI,,,,"3 u o m i Suomi.Lebenevereicherungs-Aktiengesellschaft, In Heleingfora 1890-1920. [Denkschrift], Helsingfors (1922),	(249 S.) "
SUPERVISING,,83957/3,A,"Supervi   sing Supervising for   quality.   Toastmasters   international quality-centered management  series. Mill Valley,   CA:   Kantola Productions,   1994-       Videotape/ A	PAL.26 min. 32966 "
SUPERVISION,,,A,Supervision Supervision of private insurance in Europe prepared by the Insurance Committee of O.E.C.D e.   Contrôle de l'assurance privée en Europe. Rapports 
SUPPAN BOROWKA,JUERGEN,,A,"S u p p a n    -    Borowka       ,     JUrgen s.       Ethernet-Hand'bucli.   [Autoren] :   J • S' -B1   ... "
SUPPES,ELISABETH,,A,"Suppes  .  Elisabeth Mudrack, Olaf; S'È'.   Gesetz zur Durchführung der Ersten Richtlinie des Rates der Europäischen Gemein- schaften betreffend die Aufnahme und Ausübung der Tätigkeit der Direktversicherung(rait Ausnahme der Lebensversicherung) vom 24.Ju"
SURBOECK,ERICH K.,98084,A,"Surböck     ,     Erich       K. Surböck,  Ericli K.       Management von BDV -Projekten. Berlin,New York,   Walter  de  Oruyter,   1978.        -24cm.222 S 21141 "
SURVEILLANCE,,1443,A,Surveillance Surveillance et contrôle des sociétés d'assurances sur la vie. Législation. 2. »éd. Publications des lois  et décréta. Paris:M.Rivière  1908.	_ ^                  (101 p.) A 
SURVEYS,,,A,"S u r •? e y s Surveys of actuarial studies. No. 1 s.  (Eeghen, J .-van.).  Loss reserving methods "
SUTER,BEAT,,A,"Suter      ,      Beat s.         (Ott,   Hans;   S'B1)-         Start   ins Internet.   Eine   Einführung   ... "
SUTER,ERWIN,12509,A,"Suter.Brwin Suter, Erwin. Das Prämienreservedepot in der Lebenarück- versicherung nach schweizerischem Hecht. Winterthur:Verlag P.G.Keller,1954.     - 21 cm. 82 S. 12456 "
SUTER,HANS RUDOLF,,A,"S u t e r  ,  Hans Rudolf Suter, Hans Rudolf.  Sachversicherung. (Leitfäden für das Versicherungswesen. K,F. Band 8). [Forts.s,: Hauswirth, Jürg; Suter, Hans Rudolf. Sachversicherung. 2.Aufläge. 1990 ] Bern, Kommissionsverlag Peter Lang AG; Zürich, Verlag"
SUTER,HANS RUDOLF,84830,A,"Suter  ,  Hans  Rudolf Suter, Hans Rudolf.  Allgemeine Bedingungen der Dieb- stahl-Versicnerung. (Bern,  Verlag)  Peter Lang  (AG,   1978).	-24cm. 226 S 20933 "
SUTER,HANS RUDOLF,1862,A,"Suter.Hans  Rudolf Suter,Hans Rudolf. Kollision sozialer und privater Unfallversicherung. Dias. Universität Bern. Aarau: H.H. Sauerländer/1936 ,         (VIII,125 S.) 8634 "
SUTER,J.,93191,A,"S u t e  r  ,   J Su ter, J	Intelligenz- und Begalmngsprüf ungen Zürich¡Ráseter & Co.   1922.	(180 S.) (Dr.,Priv.Doz.) "
SUTER,JUERG,,A,"Suter , Jürg Suter,Jürg. Die Fusion von Aktiengesellschaften im Privat- recht und im Steuerrecht. Zürcher Beiträge zur Rechtswis- senschaft, îîeue Folge, Heft 254. ZUrich:Schulthess,1966.	(XXIV, 267 S.) 9014 "
SUTER,LUDWIG,,A,"Suter  ,  Ludwig s.  Restaurierung, zur, und Neu-Eineegnung der Stifts- kirche St.Michael,Beromünater ... (Gestaltung: L'S1} "
SUTER,R.,,A,"S  u   t   e   r   ,     R s.   Tageszinstabellen   ... "
SUTER,RUDOLF,6611,A,"Suter,  Rudolf	6 è f-f Suter,Rudolf. Basel . Mosaik einer Stadt. Photographier! von Roger Bimpage. (Städte und Landschaften der Schweiz. Herausg.¡Benjamin Laederer. Bd.2). Genf¡Editions Générales (1957).	(208 S.) "
SUTER,W.,,A,"S u t e r , W B. Nolfi,P,u,W.S. Technische Grundlagen der Invalidenver- sicherung ... "
SUTTER,GENOVEVA,,A,"Sutter  ,  Genoveva s.   Berger, Peter.   Gusti Keck(im Lana des neuen Mietrechts) .., juristische Berater: G'S1 "
SUTTER,HANS,94386,A,"Sutter   ,   Hans Sutter,Hans.   Darlehensveraicherung bei  freier Tilgung Mit  einer Anwendung auf  Burgschaftsinstitute. Diss.Univ.Bern. ThunrScliaer 1951.	(48 S.) G 334                                                  W "
SUTTER,MARCEL,98081/1.2,A,"Sutter     ,     Marcel Sutter,   Marcel.       Erste Schritte mit dem PC.  2 Bände. (Bd.li Programmieren mit BASIC unter US-DOS für Beginner. 151 S.;   Bd.2:   Pro granimi er en mit BASIG  unter US-DOS  für Fortgeschrittene.   182 S.). (Luzern),  Mi kr o"
SUTTER,THOMAS,,A,"S u t t e r     ,     Thomas s.       Simonius,   Pascal;   S'T.       SciiweizeriBCb.es InrnoMliarsachenrecht.  Band  I   ... "
SUVA,,,A,"Suva s.   50  Jahre  Suva,   1918-1968. s.a.   Unfallversicherungsanstalt,   Schweizerische "
SUZMANN,RICHARD M.,,A,"S u z m a n  ,  Richard  M, s.   Forecasting the health of elderly populations. Editors: Kenneth. G. Mantón, Burton H. Singer, R'M.S1. "
SUZZONI,FRANCOIS,,,"Buzzoni  ,  François s.   Dictionnaire de proverbes et dictons. Choisis et présentés par Florence Montreynaud, Agnès Pierron, F'S* ... "
SVA,,,A,S V A____________________________________________________ SVA Entscheidungen schweizerischer Gerichte in privaten VersicherungsStreitigkeiten s.   Entscheidungen schweizerischer Gerichte in privaten Versicherungsstreitigkeiten 
SVENSKA,,2135,A,"S v e n s k a Svenska personal-pensionskassan; minnesskrift over de forata 25 aren. [Einbandtitel]: (SPP, 1917-1942). Stockholm, (Norstedt & Söner, Dr., 1942).   -27cm. 314 S. Abb.Portr.Tab 4 "
SVIT,,,A,"S V I T SVIT Schweizerischer Verband der Immobilien-Treuhänder. Schweizerisches Mietrecht. Kommentar s.   Mietrecht, schweizerisches. Kommentar; hrsg.vom Schweizerischen Vorhand der Immobilien-Treuhänder SVIT . .. "
SVIZZERA,,,A,"Svizzera Svizzera,la, di fronte all'avenire s. Schweiz,die, zwischen heute und morgen, li* "
SVIZZERI,,,A,Svizzeri Svizzeri d'oggi s.  Schweizerköpfe der Gegenwart.	(1945)- 
SWAN,MICHAEL,87345,A,"Swan  ,  Michael	O / ^ '^ Swan, Michael.   Basic English usage. (14th impression) (Oxford): Oxford University Press, (1996).        -22cm, ^^	288 p, 36352 ,36399,	^^ "
SWAN,MICHAEL,87344,A,"Swan  .  Michael Swan, Michael.   Practical English usage. (2nd edition 4th impression). (Oxford): Oxford University Press, (1996).       -24cm XXX,658 p ^ 36352,36399, "
SWAN,WILLIAM S.,87033,A,"Swan  ,  William   S. Swan, William S.  Den richtigen Mitarbeiter finden. Das erfolgreiche Einstellungsgesprach. (Aus dem Amerikani- schen, übertragen von Marion Zerbst. 2. Auflage). (Zürich): Orell Fussli Verlag, (1996),      -23cm.221 S 35025 "
SWISS,,,A,"Swiss Swiss accounting and reporting recommandations s.   Recommandations, Swiss accounting and reporting ... "
SWISS,,11079,A,"Swiss Swiss civil code, the. English version ""by Ivy Williams, published by Oxford University Press 1925» reprinted by Remak Verlag Zürich, 1976, completely reset, revised and up-dated edition with notes, vocabularies, index and a synopsis of all changes "
SWISS CIVIL CODE,,72323,A,"S w i Civil  Code Swiss Civil Code, the. English version ""by Ivy Williame. ([Revised] photomechanical reproduction of the 1923 edi- tion), with vocabularies and notes [and an introduction volume]by I .W. : The sources of law in the Swiss Civil Code . 4 vo"
SWISS,,12589,A,"Swiss Swiss contract law. English translation of official texts (by the Legal Committee of the Swiss-American Chamber of Commerce). Swiss code of obligations:Articles l-343i 356- 457. (2nd edition enlarged). Zurich, Swiss-American Chamber of Commerce, (19"
SWISS,,12557,A,"Swiss Swiss contract law. English translation of selected offi cial texts (by the Legal Committee of the Swiss-American Chamber of Commerce). Zurich, Swiss-American Chamber of Commerce, (1977). -21cm. 125 p. 16151 "
SWISS,,12578,,"5 n i s s Swiss Corporation law. English translation of official text. Swiss code of obligations! The corporation(title 26t art.620-76?); the commercial register {title 30, art. 927-943); company names (title 31, excerpts); commercial accounting (title 32"
SWISS 1969,,94120,A,"Swiss Swiss economy, the, in 1967 - [Publ.by the] Swiss Credit Bank, Zürich 1968- * "
SWISS,,11153,A,"Swiss Swiss federal code of obligations (as of January 1, 1984) toy Simon L. Goren. Littlöton,Col., Fred B. Rothman & Co., 1987.      -25cm. A	XIII,305 P. 25531 "
SWISS,,12510,,",  , S W i 3 S Swiss federal law of retirement, dependent's and disabi- lity pensions for employed and self-employed persons(Se- cond Pillar Law). English translation of official text by Linda Reet Gilly ... in cooperation with experts of PRASA. Peseux,Ne"
SWISS,,2788,A,"Swiss Swiss federal law (SVG/LPP) on occupational retirement, survivors' and disability pension 3chemes(Second pillar), [with] Ordinances l,2(3^Third pillar).English translation of official text. Peseux, Prasa Hewitt International, [l98?] .  -21cm.70 p 25"
SWISS,,2786,A,"Swiss Swiss federal ordinance (BVV 2 / OPP 2) concerning occu- pational retirement, survivor's and disability pension schemes of 18th April 1984. English translation of offi- cial text. Peseux,Zurich,  PRASA Pierre Rieben Actuaire S.A.,   [l984J A	-21cm.3"
SWISS,,12510/B,A,"Swiss Swiss federal ordinanee governing the supervision and re- gistration of occupational pension schemes(BVV 1/OPP l) of 29 June 1983. English translation of official text. Poseux,Zurich, PRASA Pierre Rieben Actuaire SA, [l984J. ^^	-21cm.[? S.]. G Hrsge"
SWISS,,98163,A,"Swiss financial yearbook = Schweizerisches Finanz-Jahr- buch « Annuaire financier suisse = Annuario finanziario svizzero, M978- J . (Chiasso,   Elvetica Edizioni  SA), í1970i       -22cm. 1503 S 16479,22.363 "
SWISS,,5361/8,A,"Swiss insurance and reinsurance. (The Review, Vol.84, 1953, Ho.3875, p.1009-1035) "
SWISS LIFE,,93313,A,"Swiss  Life Swiss Life Insurance and Pension Company. Survey on social security benefits for old-age, death and disa- bility in some European Countries. Zürich [1968].	- 21 cm. 45 p, "
SWISS LIFE,,97225,A,"Swiss      Life Swiss Life Insurance and Pension Company: United Kingdom Branch. iiemordandum on The Insurance Companies (Changes of Director, Controller or Manager) Regulations 1975 arising under the Insurance Companies Act 1974. (Prepared by) Duncan C. "
SWISS,,12585,A,"Swiss pension fund law. Federal law on the occupational old age, survivor's and disability benefit plan = Loi fé- dérale sur la prévoyance professionnelle vieillesse, sur- vivants et invalidité (LPP). English translation of offi- cial text. (Translated by"
SWISS,,12586,,"„ , Swiss Swiss pension fund law. Federal law on the occupational old age, survivor's and disability benefit plan = Bundes- gesetz über die berufliche Alters-, Hinterlaasenen- und Invalidenvorsorge \BVG/ . English translation of official text. (Translated"
SWISS SOCIETY,,94819,A,"S w i a s   Society Swiss Society of Astrophysics and Astronomy. 2nd advanced course, Saas-Pee March 20-25, 1972. 3rd advanced course, Saas-Fee April 2-7, 1973. 4th  ""       ""      ""   ""  April 1-6, 1974. Nicht katalogisiert. Es gibt nur diese Hinweiskart"
SWISS,,87487,A,"Swiss Swiss stock guide 97/98. Compiled and edited by Verlag Finanz und Wirtschaft AG, with the co-operation of the Credit Suisse Group, the Swiss Bank Corporation, Basle and the UBS, Zurich. Zurich: Verlag Finanz und Wirtschaft AG, (1997).  -30cm, 426 p."
SWISS,,87036,A,"S w i s Swiss-U.S. income tax treaty. Convention between the United States of America and Switzerland for the avoi- dance of double taxation with respect of taxes on in- come, signed on October 2, 1996. (Authors: Peter R. Altenburger, Walter H. Boss a.o.)"
SWISSAIR,,,A,"Swissair Swissair:   Firmensignet s.       [Firmensignete.  Kurzbeschreiinmg verschiedener Firmenkennzeichen]   .., "
SWISSAIR,,97206,A,Swissair Swissair - heute. Sonderdruck der Schweizerischen Handels zeitung. ZUrich  1965.	(72  S.) 
SWISSAIR,,93361,A,Swissair Swissair. Hier spricht der Kapitän. Zürich  o.J.	-  21  cm.   48 S.   ill. 
SWISSAIR,,97246,A,SwiBsair Swissair. Zentralverwaltungsgebäude. Illustr Zürich  1967.]	(80  S.) G 88l 
SWISSAIR GESTELL N.,,,A,Swissair	í       /Ì/J7 Swissair -  Gazette.   Jg.   1969-1973- ZUrlch:Verlag  A.Vetter. 
SWISS-,,,A,"Swiss  - Swiss-American Chamber of Commerce. Yearbook s.   Yearbook [of the] Swiss-American Chamber of commerce .., "
SWISSLEX,,121,A,"Swisslex Swlsslex.  Botschaft über das Folgeprogramm nach, der Ablehnung des EWR -Abkommens vom 24. Februar 1993 - 3.   Schweiz / Gesetze und ""Verordnungen: Botschaft über das Folgeprogramm nach der Ablehnung des EVfR-Abkommens vom 24. Februar 1993 - Swis"
SWISSNESS,,,A,"Swissness Swisaness 1000. (Businessman1 a guide to the 1000 leading companies in Switzerland. Hrsger:Bernard A.Metzger. [Edi tion] 1989). Genève: Ayria SA, (1989).	-21cm.440 p. 27315 27964 "
SWITZERLAND,,,A,"Switzerland Switzerland today. Vol.1, No.6, Dec.1967 / Jan.1968, (Special issue: The Swiss banks.) Zurich 1967.	(52 p.) "
SWOBODA,OTTO,5013,A,"Swob ""o da,   Otto	£~& *'3 Swoboda.Otto. Die Arbitrage in YJertpapieren, Wechseln, Münzen und Edelmetallen. Handbuch des Börsen-,Münz- und Geldwesens sämtlicher Handels- plätze der Welt. 17 .*A.v.Eduard Wagon. Berlin:Max Paachke 1928.	(XX,785 S.) 1761    "
