Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
UNTERLAGEN,,3097/B,A,"Unterlagen	3 O ^7 I : Unterlagen, statistische, zur Sterblichkeitsmessung. 2.Teil:^Güte der Ausgleichung). Expertenkonferenz vom 5.Dezember 1946. (Bern:Eidgenössisches Statistisches Amt,1946.) - 30 cm. 22 Tab. "
UNTERNEHMEN,,97295/A,A,"Unt.erneh.men Unternehmen,   die  gross t en,   der  Schwei z ,j ' A-ttogab im Jahre  <ffî£û . /Ausgabe V- ZUrich:Schweizerische  Bankgeaellachaft,1972  - -30cm. 23 ^ST "
UNTERNEHMENSFORSCHUNG,,98005,A,Unternehmens forachung     ^/ O O o Unternehmenaforachung = Operations research s= Recherche opérationnelle. Organ der Deutschen Gesellschaft für Unternehmensforschung und der Oeaterreichischen Fach- gruppe für Unternehmensforschung unter Mitwirkung der S
UNTERNEHMENSFORSCHUNG,,3166/50,A,Unternehmensforschung Unternehmensforschung heute. Uebersichtsvorträge der ZUricher Tagung von SVOR (= Schweizerische Vereinigung für Operations Research) und DGU (= Deutsche Gesellschaft für Unternehmungeforschung). Lecture notes in operations research a
UNTERNEHMENSFUEHRUNG,,,A,"Unternehmensführung UnternehmensfUhrung in der Praxis. Bd.l s. Degelmann,Alfred. Moderner Führungsstil im Unter- nehmen. "
UNTERNEHMER,,85405,A,"Unternehmer Unternehmer, der, und das neue Ehe- und Erbrecht. Hrsger: Schweizerischer Gewerbeverband, [unter Mitarbeit von] Lucius Dürr, Bruno Gutknecht [u.a.]. Das Handbuch fUr den Rechtsberater . Huri-Bern, Cosmos-Verlag AG, (1987).        -22cm.151 S. "
UNTERNEHMERHANDBUCH,,85497,A,"Unternehmerhandbuch Unternehmerhanfilbucn,   aktuelles,   zum neuen Eherecht.  Nach- schlagewerk mit praxienaher Barstellung und Erläuterung des neuen Eherechts;   mit Fallbeiapielen,   Musterverträgen und  individuellen Musterlösungen für die  optimale  "
"UNTERNEHMUNG, DIE",,98717,A,"Unternehmung,   die	¿^ / 2V Unternehmung,die.   Schweizerische  Zeitschrift  für Be triebs Wirtschaft.   Jg.22,1968- Bern:Haupt,1968- "
UNTERNEHMUNG,,,A,"Unternehmung (Unternehmung und Betrieb; Beiträge zur Betriebswirtschafts- lehre - Walther. Band II) s. Oberli,Fritz. Die kalkulatorische und die bilanzmässige Abschreibung.	1945. "
UNTERNEHMUNG,,4109,A,"Unternehmung	t¿fOC) Unternehmung und Staat. (Referate anlässlich dea IV.Inter- national en Managementgesprächa vom 14. bis 16.Mai 1975«) (Herausg.:}iäadeleine Roesle, Ferdinand Winterling. Schrif- tenreihe ""Führung und Organisation der Unternehmung"". [Ban"
UNTERNEHMUNGEN,,,A,"Unternehmungen Unternehmungen,die,  in der Schweiz. - Lee entreprises en Suisse .- Band 5 der eidg.Betrietezählung 1929. (Statistische Q,uellenwerke der Schweiz.  29.) Bern 1933. "
UNTERNEHMUNGSFUEHRUNG,,91677,A,"Unternehmungsführung UnternehmungsfUhrung im Spannungsfeld wirtschaftlicher und gesellschaftlicher Entwicklung. Referatsteite  das Ju- biläumstreffens  ""30  Jahre  SKU""   Tom 18./19.Mai  1984  [in Brunnen]. [Zürich, Bwl;	Schweizerische Kurse für Unternehm"
UNTERNEHMUNGSFUEHRUNG,,5103/39,A,"Un te rnehmungs f ü h. r u n g Unternehmungsführung und Dokumentation. (SA.a. Industrielle Organisation 1959, Heft 1/2) Zürich 1959.	(38 S.) * "
UNTERRICHT,,91606,A,"Unterricht Unterricht, der Programmierte. (Auswahl.Grundlegende Auf- sätze aus der Zeitschrift ""Die Deutsche Schule""- Herausg, v.Heinrich Roth [u.] Alfred Blumenthal. [Band] 5.) Hannover: Schroedel, (1963) (116 S.) 8011 "
UNTERSCHRIFTENREGELUNG,,,A,"Unterschriftenregelung Unterschriftenregelung betriebstechnisch. (Betriebstech- nische Fragen der Lebensversicherung. 29.Folge.) Herausg, vom Verband der Lebensversicherungsunternehmen, Bonn - Ausschuss für Betriebstechnilc. Bonn 1968.	- 30 cm. 47 S.Tab. "
UNTERSCHRIFTENVERZEICHNISSE,,,A,Unterschriften-Verzeichnisse Unterschriftenverzeichnisse der Rentenanstalt s.      fìentenanstalt.       UnterSchriftenverzeichnisse. 
UNTERSTEIN,MICHAEL,86241,A,"Unterstein  ,  Michael Unterstein, Michael.   Unternehmensübergreifende Model- lierung von Datenstrukturen, (DUV Wirtschaftsinformatik). (Wiesbaden): DUV Deutscher Universitäts-Verlag , (GmbH, 1996).	-21cm. XI, 251 S. 35329 "
UNTERSTUETZUNGSKASSE,,,A,"Unterstützungskasse UnterBtützungskasse.die, für landwirtschaftliche Arbeiter im Königreiche Sachsen nach den Beschlüssen des Landeskultur- rates vom 18. Dezember 186?. Dresden:G.Schönfeld 1868.	(VIII,40 S.) 58B	W                      A "
UNTERSUCHUNG,,,A,"Untersuchung Untersuchung über die Besteuerung des landwirtschaftlichen Besitzes und Einkommens... s.(Howald,0[skar]).Untersuchung...	1926-192?. 1558 "
UNTERSUCHUNGEN,,,A,"Untersuchungen Untersuchungen,Berner, zur Allgemeinen Geschichte. H s.Häf»Werner.Deutschland und die Schweiz...  193&. 2528 "
UNTERWALDEN / KANTON,,,A,Unterwaiden       /       Kanton s.       Nidwaiden/Kanton (Stana) s.       Oswalden/Kanton  (Sarnen) 
URAL,YUSUF KENAN,31050,A,"Ural,Yusuf     Kenan 31 Ural,Yusuf Kenan. Les méthodes principales de calcul par groupes des reserves mathéraatieues dans 1'assurance et leurs méthodes dérivées. Thèse Université Lausanne. BerniStaempfli,I960.	- 23 cm. 142 p. G 1071 "
URBAN,DIETER,87173,A,"Urban  .  Dieter Urban, Dieter,  Chancen für Quer denk er. Mi't Emotionaler Intelligenz (EQ) zur alternativen Problemlösung, (Zürich): Grell Füssli Verlag, (1996).      -23cm.167 S. 35946	™ "
URBAN,FRIEDRICH M.,,A,Urban .Friedrich s.Coolidge.J	I                Einführung in die Wahrschein- lichkeitsrechnung.        1927. 1421 
URBAN,HEINZ,,A,"U  r ìj a n     ,     Heinz s.       Jordan,   W(olfgang);   U'H*.       Strukturierte Program- mierung   ... "
URBANEK,KURT,6169,A,"Urbanek , Kurt Urbanek.Kurt. Das deutsche Devisenrecht Berlln:G.Stilke 1936.	(124 S.) 2300.	W   (Dr.iur.)          /* "
URBAN-,,,A,"Urban- (Urban-Taschenbücher. Band 141.) s. Bergius,Rudolf. Psychologie des Lernens "
URDANG,LAURENCE,,A,"U r  d a n g     ,     Laurence 8.       Synonym finder,   the. By J,I.Rodale,completely revised by L'U1   ... "
URECH,AUGUSTE,5110/18,A,"Urech,  Auguste Urech,Auguste. Les tables actuarielles et leur degré d'approximation. (Tirage à part du ""Recueil de travaux"" publié à l'occasion du cinquantenaire de l'Ecole des hautes études commerciales de l'Université de Lausanne.) Lausanne 196l.	(19 p"
URECH,AUG.,,A,"U r e c h  , A u g Urech.Aug	Quelques coneéquences pour l'assurance sur la vie de la variation de la mortalité au cours des années. (Mitt.d.Ver.Schweiz.VersiciierungsrQatfcematiker. Heft 3D Bern:Stämpm 1936.	(S.  65-109) •	(Dr.) "
URECH,AUG.,3268,A,"U r e e h ,Aug tireeh,Aug.        Sur les bases techniques de l'assurance collective. (Bull.Association Actuaires suisses. Faec. 25) Berne:Staempfli 1930.	(S. 31-106) (Dr.) "
URECH,CHARLES,97311,A,"Urech, Charles Urech, Charlea. Bernese Oberland. Descriptive and narra- tive by C'U' and various collaborators. Interlafeen:Montana Editions,(1926}. - 32 cm. 72 p. ill "
URECH,WILLY,,A,"Urech, Willy UrechtWilly. Die staatliche Beaufsichtigung der Banken in der Schweiz nach dem Bundesgesetz über die Banken und Sparkassen vom 8. November 1934. Diss.Univ.Zürich. Aarau:Keller 1944.	(15+111 S.) 1944,5137- "
URFER,FR.,5254,A,"U r f e r , F r (Urfer.Fr       ). 5o Jahre Spar- und Leihkasee Riggisberg, 1903-1953. Ein kurzer Rückblick auf das Werden und Wachsen der Spar- und Leihkasse Riggisberg in den ersten fünf Jahr- zehnten ihres Bestehens. Riggisberg [1953J.   .	(30 S.) G 40"
URFER,RUDOLF,2903,A,"Urfer, Rudolf	%O B UrferfRudolf . Wirtschaftsintegration - Gegenwart und Zukunft der Sozialen Sicherheit. Eine rechtliche, volkswirtschaftliche, sozialökonomische und betriebs- wirtschaftliche Studie zur Harmonisierung in der EWG. (Die Soziale Sicherheit."
URHEBERRECHT,,,A,"Urheberrecht s.   Streuli,Adolf.   Urheberrecht   ...	(1943) "
URHEBERRECHTSGESETZE,,,A,"Urheberrechtsgeeetze Urûeberrech.tsgesetze,die,  an Werken der Literatur und der Tonkunst,  an Werken der bildenden Künste und der Photographie und an Mustern und Modellen,  nebst den wichtigsten Ausfüh- runge- und Ergänzungsbeatimnrangen und der Berner L"
URHEBER- UND VERLAGSRECHT,,,A,"Urheber- und Verlagsrecht Urheber-und Verlagsrecht,schweizerisches, s.Röthlisberger.Ernst...	(1932) O "
URI / KANTON,,1649/UR,A,"URI     /    Kanton Uri / Kanton: Gesetz betreffend die Einführung des Schweizerischen Zivilgesetzbuches (vom 7- Mai 191l). Stand: Mai 1985. [Altdorf,   Standeskanzlei  Uri,   1985].	-21cm.47  S Kein SVÍK "
URI 1997/1998,,94670,A,"Uri Uri. Staatskalender dea Kantons Uri tW/ V' À* [Nur  die  letzten     1^    Jahre] Altdorf:[standeekanzlei],   1966^ sïfJJ*	—%-/Uw.-2fétf "
URIS,AUREN,91403/17,A,"Uris, Auren Ur is , Auren. Der Weg nach oben. Durchbruch zur leitenden Position. (The Executive Breakthrough. ) (SKV-Taschenbuch. Nr. 17.) Zürich:yer^ag ¿eg Schweizerischen Kaufmännischen Vereins, (1971).	- 18 cm. 126 S. "
URKUNDENSTEUERGESETZ,,,,Tîrkiindensteuergese  t z Urkundeneteuergesetz vom 5. Mai 1936 s.  Kessler.BurgHard. Urkundensteuergesetz...	1956- 
URMAN,SCOTT,87682,A,"Urman  ,  Scott Urman, Scott.  ORACLE PL/SQL programming. Oracle Press. Berkeley, CA: Osborne McGraw-Hill, (1996).       -23cm. ^^	XXVI, 564 p. 37363	^ "
URPRODUKTION,,7867/Q,A,Urproduktion Urproduktion und Industrien der Schweiz. Schweizerische BanJcgesellschaft. / ^X/ [Zürich 192.]	(36 S.) 
URSACHEN,,,A,"Ursachen Ursachen,die,  der Sterbefälle in den Jahren 1925 und 1926, Bearb.i.Statistischen Reicheamt  in Verbindung mit dem Reichsgesundheitsamt,. Statistik des Deutschen Reichs.  Bd 360. Berlin:ß.Hobbing 1930.	fol.     (S.  273-376) 2167 "
URSPRUNG,PAUL,94170,A,"Ursprung   ,   Paul	94170 Ursprung,Paul.    Der Versicherungsbetrug nach schweizeri- schem Strafreoht. Dies.Univ.Freiburg. Dietikon:Hummel,Dr.  1945-	(16,174 S.) 1945,5724 "
U.R.S.S.,,6435,A,"U. R. S. S. U.R.S.S.(Préparé par A.Besançon [e.a.]. Direction géné- rale:? .Wagret.) 2e édition revue et corrigée. Les guides Nagel. Genève, Paris, Municn-.Edtions Nagel,(1967). -8°, 896 p., 33 pi. en noir, 5 pi. et cartes en couleurs. "
URTEILSREGISTER,,,A,"Urteilsregister Urteilsregister der Altera-, Hinterlasaenen- und Invali denversicherung sowie der Erwerbsersatzordnung für Wehr pflichtige = Recueil öe jurisprudence de l ' assurance- vieillesse, survivants et invalidité et du régime des allocations aux m"
URUGUAY-RUNDE,,91735,A,"Uruguay - Runde Uruguay-Runde, die, des GATT. Eine wirtschaftliche Be- urteilung. Hrsg. vom Schweizerischen Handels- und Indu- strie-Verein (Vorort). (Zürich) 1993.	-21cm.39 S * G Hrsger	_- "
URY,WILLIAM,,A,"Ury     ,     William e.       Fisher,  Roger;   U'W .       Das Harvard-Konzept:Sachge- recht Yerhandeln - erfolgreich verhandeln   ... "
USA,,91505,A,"USA	o USA - Westlicher Teil. (Verfasser:Wilhelm Voss-Gerling. Illustr.:Katharina Zsivkovica. Karten u.Pläne:Ferdinand Helm. Polyglott-ReiaefÜhrer. 4.Aufläge. tóünchen:Polyglutt-Verlag,(1975).  - 19x12 cm. 64 S. ill. 15021 "
USCHATZ,PHILIPPE,,A,"Uschatz,     Philippe	o s.       Kappel,   H(einz); .ü'Ph1 .       Variarle Kader- entlöhnung   . . . "
USCIO,GAIUS H. D,,A,"Uscio  ,  G a i u s   H.   d1 s.   Ratgeber, der, für KMU. (Hrsg.von Jean-Pierre Hocke, sowie G?H.d'UJ "
USEGO,,,A,"U s  e K o s.   Jahre,   50,   Usego   ... "
USLAR,DETLEV VON,87304,A,"Uslar  ,  Detlev  von Uslar, Detlev von.   Sein und Deutung. 3 Bände. (Bd.l: Grundfragen der Psychologie. 204 S.,1992; Bd.2 : Das Bild des Menschen in der Psychologie. 191 S.,1992; Bd.3: Mensch und Sein. 182 S. ,1991). Stuttgart: S.Hirzel Verlag, 1991-199"
UST-TASCHENBUCH,,87637,A,"USt  -  Taschenbuch USt-Taschenbuch. Gesetze, Richtlinien, Erlasse, Recht- sprechung, bearbeitet von Hans Ulrich Hundt-Essein. 2. Auflage. NWB-Taschenbücher für die Praxis. Herne/Berlin: Verlag Neue Wirtschafts-Briefe, (1997). -21cm.686 S. 37227	W "
USTERI,EMIL,5715,,"r*? ¿ ¿C Usteri,Emil	J> /"" "" ° UsterijErail. Marignano. Die Schicksalajahre 1515/1516 im Blickfeld der historischen Quellen. (Bucheinband : Photo- graphischer Ausschnitt des Landesbanners von Glarus, mit dem die Glarner in die Schlacht von Marignano zogen"
USTERI,MARTIN,12275,A,"Usteri  ,  Martin Usteri, Martin.  Das Verhältnis von Staat und Recht zur Wirtschaft in der Schweizerischen Eidgenossenschaft.Volks- tümliches Recht ale Gegensatz zur Verwaltungsherrschaft. Zürich, Schulthess Polygraphischer Verlag, (1981). ^^	-23cm.IX,68"
USTERI,PAUL,94576,A,"U B t e r i .Paul Usteri.Paul, 1853-1927.  [Reden und Veröffentlichungen an lässlich dee Todes von alt Ständerat Dr. P. U.]. Zürich:!!.Z.Z. 1927.	(91 S.) "
USTERI,P. L.,,A,"U s t e r i ,  P. L. s. Kartothek zum Schweizerischen Strafgesetzbuch, "
USTERI,PAUL LEONHARD,,A,"U B t e r i ,  Paul Leonhard s. Kartothek zum Schweizerischen Obligationenrecht "
USTERI-ESCHER,PAUL,,A,"Ueterí-Escfaer , Paul s.   (Koenig-Hütsclii,Hane).  Erinnerungen an Direktor Dr.iur. P.U. "
UTB,,,A,"U T B UTB für Wissenschaft; Uni-Taschenbücher ... 3,   Uni-Taschenbücher ... "
UTECHT,EBERHARD,2924,A,"U  t  e  c h  t   ,   Eberhard Uteûht (Eberhard. Die Nachfrage nach Lebensversicherungs- achutz. Ein Beitrag zur Absatzmarktforschung und -prûgnoae . ( Schriftenreihe des Instituts für Versiche- rungswissenschaft an der Universität Köln. Neue Folge, Heft "
UTHURUSAMY,RAMASAMY,,A,"Uthurusamy      ,      Rama&amy a.        KDD-95:   Proceedings   of   the   1st   Inter- national  Conference  on knowledge  dis- covery  and  data raining.   Edited  by Usama M.   Fayyad   and   R'U1    ,.. "
UTOS,,2481,A,"Utos ""Utos""; RentabilitatescnnelLberechner Tür Lebensversicherun- gen. München:Vitalie-Verla«    o.J. "
UTRECHT,,,A,"Utrecht ""Utrecht"" Levensverzekering Maatschappij 188? - 1958, s. Lachen is leven ... "
UTREDNINGAR,,,A,"Utredningar (Utredningar, statene offentliga: Handeledepartementet 1952: 4) s. Dòdlighetaantaganden for livrantefbreakring. "
UTTAL,BRO,,A,"U  t t a l     ,     Bro s.       Davidow,  William H.j   U'B1.       Service  total   ... "
UTZ,EMIL,82805,A,"U t z , E m i 1	/¿/¿>f Utz, Emil. Organisation und Tätigkeit der schweizerischen Pfandbriefzentralen. Berner wirtschaftswisaenachaftliche Abhandlungen. Heft 24. Bern:Haupt,1938.	-3°, VII,195 S. 11382	•     W "
UTZ,HANSJOERG,,A,"U   t   z     ,     Hansjörg s.       Knecht,   Susanne;   U'H"" .       Frau  im Beruf. Chancen und Rechte   ... "
UTZINGER,ALBERT,,A,"Utzinger »Albert Utzinger,Albert. Das Problem der schweizerischen Alters- Hinterbliebenen- und Invalidenversicherung. Herausg.v. Schweizerischen Invalidenverband, Zürich. Zürich [1944].	(31 S.) 1944,4714.               ^^ (Zentralsekretär) "
UTZINGER,ALBERT ARNOLD,72203,A,"Utzinger,   Albert     Arnold Utzinger,Albert  A{rnold),   Die  reellen  Züge  der  Rlemana* sehen  Zetafunktion.   Diss.Univ.Zürich. Zürich:Leemann,1934.	(27   S.) "
UVG,,ORD 167,A,"UVG se? UVG, das neue. Die Neuordnung der obligatorischen Unfall- versicherung gemäss UVG. SUYA-Bulletin. Juli 1983/13. [deutsch, französisch, italienisch] Luzern, Generalaekretariat der SUVA), 1983.   -30cm.8 S. "
UWG,,12441,,"ü W G UWG: Gesetz,Materialien,Rechtsprechung. Zusammengestellt, bearbeitet und Übersetzt von Martin Wernli, Isabelle Eo- my, Eve Vfollmann Gautier. Hrag.von François Dessemontet. Publication CEDIDAC. 13. Lausanne: Centre du droit de l'entreprise (droit in"
UZAN,SYLVAIN,,A,"U   z  a n     ,     Sylvain Uzan,   Sylvain.     Pour  comprendre  les   comptes  des  entrepri- ses d'assurances. Paris,   L'Argua;   (Editions  Securitaa,   1985).       -30cm.140   p "
FRAU POSPISIL (VR),,85806,S,"85*806	Frau Poepisil (VE) Duden.  Fremdwörterbuch, 4,»Auflage ... Mannheim,Wien,Zürich, Bibliographisches Institut Mann- heim, (1982).	-20cm.813 S. "
BECCARO (WM),,85807,S,"85'807	Beccaro (WM) Beccariai Gian Luigi.  Italiano antioo e nuovo. (3a edl- zione. Saggi blu). ,   Garzantl   (Editore  s,p.a.,   1988).     -21cm.308 p. "
BECCARO (WM),,85808,S,"85*808	Beccaro (WM) Cortelazzo, Manlio; Cardinale, ügo.  Dizionario di pa- role nuove, 1964-1984. (2a ristampa). (Torino), Loescher Editore, 1986.      -22cm,ZIII,209 P "
BECCARO (WM),,85809,S,"85*809	Beecaro   (WM) Quarantotto,   Claudio.       Dizionario  del nuovo  italiano   ... (Roma),  Newtori Gompton editori  (s.r.l.,  1987).	-25cm. X,533 P- "
VD SCHMID (PL),,85810,S,"85*810	VD Schmid (PL) Handtuch Arbeitszeit. Perspektiven, Probleme, Praxiebei- spiele.([Mit Beiträgen von]: JUrg Baillod, Toni Holen- weger [u.a.]. nationales Forachunsprogramm l5""Arbeits- welt:Humanisierung und technologische Entwicklung"". Ar- beitswelt."
GLEHR (VG),,85811,S,"85*811	Glehr (VG) Duden. H.echtschrei""bung der deutschen Sprache und der Fremdwörter. 19.*Auflage. Mannheim,Wien,Zürich, Bibliographisches Institut Mannheim Dudenverlag, (1986).	-20cm.792 S. "
STUDER (IB),B.,85812,S,"85*812	Studer, B. (IB) Weikum, Gerhard.  Transaktionen in Datenbank-Systemen. Fehlertolerante Steuerung paralleler Abläufe. (Inter- nationale Computer-Bibliothek). Bonn, Addison-Wesley Sublisning Company, (1988). -25om. 264 S. "
VD DR.RUCHTI (ME),,85813,S,"85'813	VD Dr.Ruchti (ME) Müller, Hajo.   Marktsegmentierung im Privatkundenge- schäft von Versicherungaunternehmen. Veraicherungawis- senschaft in Berlin. Heft 5. Karlsruhe: VVW (Verlag Versicherungav/irtschaf t e.V., 1994) .	-21cm.XX,302 S. "
PASSAPLAN (N),,85814,S,"85*814	Passaplan (M) ______ Construction» la, sous contröle ? Faut-il renforcer ou alle'ger l'ame'nagement pour mieux ge'rer les zones a batir? Textes röunis et pröparös par la Coramunautö d'ötudes pour l'amönagement du territoire dans le cadre des Journe"
BIBLIOTHEK,,85815,,"• ^     *WH 85'815 Ammann, A.C.;  Wörterbuch fUr die Versicherungsprämie. . . Deutsch Deutach-Französisch mit französische-deutschem Register, . . Karlsruhe, Verlag Versicherungswirtschaf t, 1973*  -2lcm. 373 S. "
DR.MÜHLEBACH (A),,85816/2,S,"85'816/2	Dr. MUhlebach (A) Europa-Recht... 8.*A. ... (Beck-Texte im dtv. 5014). (München): Deutscher Taschenbuch-Verlag} (Verlag C.H. Beck), 1987.	-18cm.XVI1,410 S. "
KW (SEKRETARIATE),,"85817/1,2,3,4",S,"85!817/( 1,2,3,4	KW (Sekretariate) Duden.  Komma, Punkt und alle anderen Satzzeichen ... 2. neu bearbeitete und erweiterte Auflage* Mannheim,Wien,Zürich, Bibliographisches Institut; Duden- yerlag, (1982).	-19cm.165 S. "
KW (SEKRETARIATE),,85818/1,S,"85'818/1	KW(Sekretariat) Duden,  Rechtschreibung der deutschen Sprache und der Fremdwörter. 19. *Aufläge ... MannheinijWien,Zürich, Bibliographisches Institut Mannheim Dudenverlag, (1986).	-20cm.792 S. "
VAN LAERE (A),,85818/2,S,"85*818/2	Van Laere (A) Duden.  Rechtschreibung der deutschen Sprache und der Fremdwörter. 19. *Auflage. Mannheim,Wien1ZUrichlBibliographisch-ea Institut Mannheim; Dudenverlag, (1986).	-20cm.792 S. "
FRAU BOZZATO (CH/STSD),,"85819/1,2",S,"85'819/1,2	Frau Bozzato (CH/STSD) Pons Grosswörterbuch für Experten und Universität Franzö- sisch/deutsch-Deutsch/Französisch.(1. Auflage 1996, Nach- druck 1998 . . . ). ... Stuttgart: Klett, 1998.	-27cm,XXXII,862+768 S. 2 Exemplare. "
SD THIEMANN (FI/H),,85820,S,85'820	SD Thiemann (FI/H) 1948-199Si*s Festschrift 50 Jahre Verband Schweizerischer Grundbucfiverwalter = Melanges 50 ann&es Societe suisse des Conservateurs du Registre foncier = Miscellanea 50 anni Societä-svizzera degli Ufficiali del Registro fon- diar
BIBLIOTHEK,,85821,S,"85*821	^iau Dalnaj. Sachs.Karl^illatte,  Cösaire.      Langenseheidts Gross- wörterbuch Französisch   ...   Teil IJrDeutsch-Franzöeisch. 9.Aufl.der V.Neubearbeitung  ... Mit Nachtrag 1979). ,Zürich, Langenscheidt,   (1979) . -27cm.XXVII,1080  p "
D DR.FINGERHUTH,,85822,S,"85*822	D  Dr.   Fingerhuth YJithmöre,   John.       CoacHing für  die Praxis.   Aus  dem Engli- schen  [Übersetzt]   von Margit Popp. Frankfurt/Main:   Campus  Verlag  (GmbH,   1994).   -21cm.160   S. "
FRAU EHRET (I),,85823,S,"85*825	Frau Ehret (l) Thomas, Adolphe V.  Dietionnaire des diffIcultöa de la langue fran$aise ... Paris,iibrairie Larousae, (1988),       -20cm.XI,435 p. "
VD SIEGRIST (W),,"85824/1,2",S,"85'824/l,2	VD Siegrist (\V) Pension fund managers guide, European. (Bd.by Julia Ho- bart, Denise Otnand) . 2 vols, (Vol.l: The marketplace, 1995, [90] p.; vol.2: Profiles, 1995-96. [302] p.). ([London]: William M.Mercer International), 1995. -30cm 2 vols "
USTER (PL),,85825,S,"85*825	Uster  (PL) Steiner,   Josef.       Schnell-Uebersicht  dBASE  III-PLUS. (Haar  b.MüncliQii) t   Markt &  Technik Verlag AG,   (1988). -17cm.404 S, "
MEYER (D 440),H.A.,85826,S,"85*826	MeyerfH.A.(D 44-0) Burger, Ralf.  Das grosse Computer-Viren-Buch. (3.erwei- terte Auflage). (Düsseldorf), Data Becker (GmbH, 1988).     -21cm.416 S. "
