Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
MUELLER,ROLAND,83646,A,"MUller    Roland Müller, Roland; Rupper, Peter (Hrsger) .  Lean Management in der Praxis. Beiträge zur Gestaltung einer schlanken Produktion. Hrsg. von R'lä' und P'R'. Mit Beiträgen von JUrg Ammann, Siegfried Augustin [u.a.], Zürich: Verlag Industrielle O"
MUELLER,ROLAND,91403/34,A,"Müller, Rolf	^-f ¿ U b' / , Müller,Rolf. Menschenkenntnis im Betrieb. Das psychologi- sche Instrumentarium des Vorgesetzten, (SKV-Taschenbuch Nr.34.) Zürich:Verlag des Schweizerischen Kaufmännischen Vereins, (1973).	- 18 cm. 128 S. Fig. "
MUELLER,ROLF E.,91403/21,A,"Müller, Holf  E. Müller,Rolf E. Betriebsklima und Betriebaerfolg. Prakti- sche Psychologie der zwischenmenschlichen Beziehungen im Betriet). (SKV-Taschenbuch, Nr.21. ) ZUrich:Verlag des Schweiz.Kaufra.Vereins,(1972). - 18 cm 128 S. "
MUELLER,ROMAN,87987,A,"Müller  ,  Roman Müller, Roman.   Das neue Steuergesetz des Kantons Zürich. Ein Ueberblick über die wichtigsten Aenderungen per 1. Janauar 1999. (Beobachter : Geld). {Zürich: Jean Frey AG; Der schweizerische Beobachter, 1997).	-21cm.30 S 37904 "
MUELLER,RUDOLF,7866/2,A,"Mueller,  Rudolf Miieller,Rudolf. Anlage und Verwaltung der Kapitalien pri vater Versicherungsunternehmungen. Mit l graph.Darstellung. (Versicherunge-Bibliothek.  BdVI.) Berlin:Mittler & Sohn 19H.	(X.178 S.) • f* _,_.	v            (Dr.iur. .Direktor)/y "
MUELLER,SAMUEL F,5288,A,"Müller,     S' a m u e 1    F	SZ £<? Müller,Samuel F.  Aus 150 Jahren Hug & Co.,  Musikalien und Instrumente,(Zürich),   1807-1957-     Illuatr, (Zürich 1957).	(128 S.) "
MUELLER,SIEGFRIED WALTER,93274,A,"Müller,   Siegfried     Walter Müller,Siegfried  Walter.   Die  Verantwortung   in der Unter nehmungsorganisation.   Diss.Hochschule  St.Gallen. WinterthuriHans Schellenberg,1969.   -25cm. XX,129 S 11517 "
MUELLER,STEFAN,,A,"Müller  ,  Stefan Müller, Stefan.  Schwelzerische Sozialpolitik. Probleme und Lösungswege. (Europäische Hochschulschriften. Reihe XXXI: Politikwissenschaft. Band 58). B ern, Frankfurt am Main,Nancy,New York, (Verlag)   Peter Lang (AG,   1984).	A          "
MUELLER,STEFAN,2698,A,"MUller    Stefan Müller, Stefan.  Entstehung und Entwicklung der AHV von 1945 bis 1978 aus ökonorai scher Sicht, dargestellt an Hand der Schaffung und Entwicklung des AHV-Gesetzes. (Wirt- schaf tewiasensohaf tliche Beiträge. 8). Freiburg, Univeraitätsverl"
MUELLER,ULRICH,15506,A,"Müller.Ulrich	^5 5 O ¿ Müller,Ulrich. Die Entwicklung der direkten Stellver- tretung und des Vertrages zugunsten Dritter. Ein dogmengeachichtlicher Beitrag zur Lehre von der unmittel- baren Drittberechtigung und Drittverpflichtung. Beiträge zur neueren Pr"
MUELLER,WOLFGANG,,A,"Müller   ,   Wolf  gan s.   Duden.   Wie  sagt  man noch? Sinn-  und  sachverwandte Wörter und  Wendungen. "
MUELLER,WALTER,94060,A,"M aller,Walter	94'060* Müller,Walter.  Das Bilanzrecht der schweizerischen Banken. Di s s.Uni v.Züri ch, St.Gallen:Buchdr.Ostschweiz A.G. 1936.      (IX,141 S.) •	4 2521. "
MUELLER,W,7847,A,"M Ü l l e r , W Müller,W        Soziale und technische Wirtschaftsführung in Amerika.  Gemeinschaftsarbeit und sozialer Ausgleich als Grundlage industrieller Höchstleistung. Mit 45 Abb. Berlin:Springer 1926.	(V,213 S.) (Prof.Dr.Ing.) "
MUELLER,WERNER,94426,A,"Müller,  Werner	*?# ¥£ ¿ Müller,Werner. Kreislaufwirkungen des Coffeins. Weiterer Beitrag zur Analyse des Kreislaufs mit Hilfe der Separator- méthode. Dise.Univ.Zürich. Wetzikon 1943-   '	(69 S,) "
MUELLER,WERNER R.,,,"u U l 1 e r  , Werner  R. s.   Straumann, Leila D.; Hirt, Monika; M'W'R Teilzeitarbeit in der Führung ... "
MUELLER,WOLFGANG,83948,A,"Müller  ,  Wolfgan g Müller,  Wolfgang.       Bin kundenorientiertes Konzept  zur Messung  von Telef onraarketing-Aktionen  im Allf inanztoe- reich.   ( Diss. Univ. München) .  Beiträge  zu wirtschaf tsv;is senschaf tlichen Problemen  der  Versicherung.  "
MUELLER BACHOFNER,MAX,84081,A,"Muller-Bachofner,Max Müller-Bachofner ,Max. Kaufmännisches Rechnen. 3., teilweise veränderte Auflage. ZÜrich:Verlag des Schweiz.Kaufmännischen Vereins,1972 - 22 cm. 183 S. 2 Beilagen 13074 "
MUELLER BACHOFNER,MAX,84082,A,"MÜller-Bachofner , M a x MÜller-Bachof ner,Max, Rechnen an der kaufmännischen Lehr- abschlussprüfung. Ein Uebungsbuch mit 150 Fragen, 250 Aufgaben und 16 vollständigen Prlifungsaerien. Zweite, teilweise veränderte Auflagen. Zürich:Verlag dea Schweiz.Kaufm"
MUELLER BACHOFNER,MAX,84083,A,"MUller-Bachofner,Max MUller-Bachofner ,Max. Rechnen an der kaufmännischen Lehr- abschlussprüfung. SchlUssel zur 2. Auflage. Zürich:Verlag des Schweiz.Kaufmännischen Vereins,1970 - 22 cm. 32 S. 13074 "
MUELLER BACHOFNER,MAX,4097,A,"MUller-Bachofner.Max Müller-Bachofner,Max.   Kaufmännisches  Rechnen ZUrichîSchweizer.Kaufm.Verein,1967.        -8°,   159   S. "
MUELLER BACHOFNER,MAX,4443,,"UUller-Bachofner,Max Müller-Bachofner, Max. Rechnen an der kaufmännischen Lehrabschlussprüfung. Schlüssel zura Uebungabuch. ZÜrichrVerlag des Schweizerischen Kaufmännischen Vereins, 1966.	(39 S.) 8776 "
MUELLER BACHOFNER,MAX,4442,A,"Müller-Bachofner , M a x Müller-Bachofner, Max. Rechnen an der kaufmännischen Lehrabschlussprüfung. Ein Uebungabuch. 150 Fragen, 300 Aufgaben, 16 vollständige PrUfungsserien. ZUrichîVerlag des Schweizerischen Kaufmännischen Vereins, 1966-	(64 S.) 8776 "
MUELLER ETTRICH,H.,,A,"Müller  - E t t r i c h  ,  H. s.   Modellierung, fachliche, von Informations- systemen. Methoden, Vorgehen, Werkzeuge. (Hrsger): G.M1-E'1 ... "
MUELLER FISCHLI,HANS,6634,A,"Müller- Fischii,  Hans	b £3¥ (Müller-Fischli.Hans). Die Zürcher Papierfabrik an der Sihl 1838-1938. Gedenkschrift zum hundertjährigen Beetehen. (Zürich:Zürcher P,a,d.Sihl 1938). * A' "
MUELLER LUTZ,H. L.,5132/106,A,"Müller  -Lutz,   H.  L.________        /¿b Müller-Lutz, H.L. Zuständigkeit zwischen EDV, Fachabtei lungen und Betriebsorgaaleation. Schriftenreihe dea Ver- eins zur Förderung der Veraioherungswissenechaft in Mün- chen e.V. N.P. Heft 7(106). München, Versi"
MUELLER LUTZ,H. L.,84900,A,"MUller  - Lutz  .   H,  L. Müller-Lutz, H.L. Orientierungszahlen für Produktivität und Wirtschaftlichkeit in der Versicherung. Karlsruhe,VVW(Verlag Versicherungswirtschaft e.V., 1978) A         -21cm.XIII,106 S 21472	^ "
MUELLER LUTZ,H. L.,5132/82,A,"Müller     -    Lutz     ,     H.   L. Müller-Lutz, H, L. Datenbank-Direktzugrif f für Versiche- rungsvertreter . Schriftenreihe dea Seminars für Versiche- rungsbetriebslehre an der Universität München. Neue Folge Heft 82. München,   Verein  zur Förderung"
MUELLER LUTZ,H. L.,5132/89,A,"Müller  -  Lutz  , H. L. Müller-Lutz, H. L.   Veraicherungsauf sieht und Rationali sierung. Schriftenreihe des Seminars für Versicherungs- betrietslehre an der Universität München. Neue Folge. Heft 89. München, Verein zur Förderung der Veraicherungswissen"
MUELLER LUTZ,H. L.,5132/87,A,"Müller  -Lutz  ,  H. L.         ^ Müller-Lutz, H,L.   CTV-Computerunterstützte TertVerar beitung. Schriftenreihe des Seminars für Versicherungs betriebslehre an der Universität München. Neue Folge. Heft. 87. München, Verein zur Förderung der Versicherungs"
MUELLER LUTZ,H. L.,5132/85,A,"Müller-Lutz,   H.     L.	fi 3 2 /W / MUller-Lutz,H.L. Das Unbehagen mit der EDV. Schriften- reihe des Seminara für Versicherungabetriebalehre an der Universität München. Heft 85. Herausg.vom Veraicherunga- wirtachaftlichen Verlags- und Beratungsdienst Mün"
MUELLER LUTZ,H. L.,5132/84,A,"Müller     -Lutz	H.   L.                             ^ Müller-Lutz, H. L.   Die Produktivität in der Versiche- rungswert s chaf t in europäischer Sicht. Schriftenreihe des Seminars für Versicherungstoetriebslehre an der Uni versität München. Neue Folge. H"
MUELLER LUTZ,H. L.,5132/80,A,"Müller-Lutz   tH.      L,	54 3 ¿ Müller-LutzfH.L. Der Versicherungabetriebswirt. Schriften- reihe des Seminare fUr Versicherungsbetriebslehre an der Universität München. Neue Folge, Heft 80. München:Verein zur Förderung der Versicherungswissen- achaft,[l9"
MUELLER LUTZ,H. L.,5132/78,A,"Müller  -  Lutz  ,  H. L, Müller-Lutz, H.L.   Datenbank und Management Information System. Schriftenreihe des Seminars für Versicherungs""be- triebslehre an der Universität München. Heue Folge. Heft 78. München, Verein zur Förderung der Versicherungsviisse"
MUELLER LUTZ,H. L.,5132/73,A,"Müller-Lutz,   H.   L.	3¿ 3% l Müller-Lutz,H.L. Kostenerfasaung und Kostenverteilung im Mehrbranchen-Versicherungsbetrieb, Schriftenreihe des Seminars für Versicherungsbetriebalehre an der Universität München. Neue Folge. Heft 73. München:Verein zur Förde"
MUELLER LUTZ,H. L.,5132/71,A,"Muller-Lutz, H. L.   .	5 •/ 3 £ / i r 4 MÜller-LutztH.L. Die verschiedenen Versicherungszweige. Schriftenreihe des Seminars für Veraicherungsbetrieba- lehre an-der Universität München. Neue Folge,Heft 71. München:Verein zur Förderung der Versicherungawias"
MUELLER LUTZ,H. L.,5132/70,A,"Muller-Lutz, H. L. Mllller-Lutz ,H.L. Das Management Information System (Mis). Schein und Wirklichkeit. Schriftenreihe des Seminars für V er s icher unga b e tr i ebs l ehr e an der Universität München. Neue Folge. Heft 70. München:Verein zur Förderung de"
MUELLER LUTZ,H. L.,5132/72,A,"Müller-Lutz, H. L. MUller-Lutz,H.L. Die Organisation der elektronischen Datenverarbeitung im Versicherungsbetrieb. Schriftenreihe des Seminars fUr Versicherungabetriebslehre an der Universität München. Neue Folge. Heft 12. München:Verein zur Förderung der"
MUELLER LUTZ,H. L.,5132/69,A,"Müller-Lutz, H. L. Müller-Lutz,H.L. Gedanken zum ""Versicherungsfachwirt"". Erfahrungen mit einer neuen Berufsbezeichnung. Schriften- reihe des Seminars für Versicherungsbetriebslehre an der Universität München. Neue Folge. Heft 69. München:Verein zur Förde"
MUELLER LUTZ,H. L.,4373,A,"MUller-Lutz.H. L.	¿¿3 f 3 Müller-Lutz,H.L. Grundbegriffe der Versicherungs-Betriebs- lehre. Band 3:Automation der Büroarbeiten. Die elektroni- sche Datenverarbeitung in der Versicherung. 4.,neu- gestaltete Auflage. Leitfaden der Versicherung. Band 5- Karl"
MUELLER LUTZ,H. L.,5132/67,A,"Müller-Lutz, H. L. Müller-Lutz,H.L. Der Versícherungafachwirt. Schriftenreihe dea Seminars für Versicherungsbetriebslehre an der Universität München. Neue Folge. Heft 67. München:Verein zur Förderung der VersiGherungswirtschaft in München,[1972].	- 21 cm."
MUELLER LUTZ,H. L.,5132/66,A,"Muller-Lutz,   H.   L. O / 3 # Müller-Lutz, H. L. Ein weltweites Taschenbuchsystem für die Versicherung = A worldwide pocketbook system for insurance = Un système mondial de dictionnaires de poche = sistema de libros de bolsillo para el seguro a escala mu"
MUELLER LUTZ,H. L.,5132/57,A,"Müller-Lutz,   H.   L.	513 % /à? Müller-Lutz,H.L. Betriebsorganiaatlon und Betriebagrösse. Schriftenreihe des Seminars für Versicherungsbetriebs- lehre an der Universität München. Heft 57. SA., aus ""Versicherungswirtschaftliches Studienwerk"" S.Auflage. Wi"
MUELLER LUTZ,H. L.,5132/51,A,"Müller-Lutz, H. L.	5 f 3 % Müller-Lutz ,H.L. Tendenzen der betriebstechniachen Ent wicklung und der Automation in der Verwaltung. SA. aus •Die Wirtschaftsprüfung"", 1970, Heft 1. (Schriftenreihe des Seminars für Veraicherungstoetri e bal ehr e an der Uni v"
MUELLER LUTZ,H. L.,5132/53,A,"MUller-Lutz, H. L. Müller-Lutz,B.L. Der Versicherungskaufmann von morgen. SA. aus ""Zeitschrift für Veraicherungswesen,1970, Heft 4 Schriftenreihe des Seminars für Versicherungsbetrieba- lehre an der Universität München. Heft 53)* Ham""burg:Allgerneiner Fac"
MUELLER LUTZ,H. L.,5132/55,A,"MUller-Lutz,H.L. MUÍ 1 er— Lutz , H.l, Die Notwendigkeit langfristiger Planun^n in der Versicherungswirtschaft. SA. aus ""Die Versicheruigs- rundschau"", 1970,Heft 2. (Schriftenreihe des Seminars für ?ersicherungsbe.triebslehre an der Universität München, H"
MUELLER LUTZ,H. L.,5132/58,A,"Müller-Lutz, H. L.	¿ ~ Müller-Lutz, H. L. Das versicherungswirtschaf tliche Fern studium. Ein Fünf Jahresbericht. SA. aus ""Der Veraiche- rungakaufmann"", 1970, Nr. 10. (Schriftenreihe des Semi- nars für Versicherungsbetriebslehre an der Universi tat MUnche"
MUELLER LUTZ,H. L.,5132,A,"Müller-Lutz   ,   H.L.	£13%s Müller-Lutz,H.L. Der Fernunterricht und die Berufsfort- bildung in der Versicherungswirtschaft. SA« aus: Der Versicher-ungskaufmann,Nr.4, 1969. (Schriftenreihe des Seminars für Veraicherungsbetriebalehre an der Univer- sität M"
MUELLER LUTZ,H. L.,5132/49,A,"MUller-Lutz,   Heinz     Leo	£/3 2/t/f MUller-LutzfHfeinz)L(eo). Zukunftsforschung und Versiche- rungawirtachaft. SA.aus:Wirtachaft und Recht der Ver- sicherung - Paul Braess zum 66.Geburtstag. Schriften- reihe des Seminars für Versicherungsbetriebalehre "
MUELLER LUTZ,H. L.,5132/50,A,"Müller-Lutz, H. L. Müller-Lutz,H.L. Die Leitung des Versicherungabetriebs 'Management). SA.aus ""Versieherungswirtschaftliches Studienwerk"", 2.Auflage. (Schriftenreihe des Seminars für Versicherungsbetriebslehre an der Universität München, Heft 50.) Wiesba"
MUELLER LUTZ,H. L.,5132/45,,"Uller-Lutz , H. L. Müller-Lutz,H.L. Feuerschutzmaasnahmen für elektronische Datenverarbeitungssysteme. SA.aus ""Automation der Büro- arbeiten"". 2.Auflage. (Schriftenreihe des Seminars für Versicherungsbetriebslehre an der Universität München. Heft 45.) Kar"
MUELLER LUTZ,H. L.,5132/60,A,"Müller-Lutz,   H.   L.	O/34 /¿a MUller-Lutz.H.L. Probleme der Gliederung und Führung im Veraicherungsbetrieb. Sonderdruck aus :Versicherungs- wisaenschaftlíche Studien. Festgabe für Max Gurtler zum 70. Geburtstag. Schriftenreihe des Seminars für Veraicher"
MUELLER LUTZ,H. L.,5132/43,A,"MUller-Lutz.H. L. MUller-Lutz,H.L. Die Datenerfassung ala Hilfsmittel der Ursachenforschung in der technischen ^Maschinen-) Ver- sicherung. SA,aus:Zeitachrift fUr Versicherungswesen, Nr.13,1968. (Schriftenreihe des Seminars für Versiche- rungebetriobslehr"
KRACKE,HELMUT,3643,A,"Kracke, Helmut	3 á ¿¿ % Kracke,Helmut. Aus eins mach zehn und zehn ist keina, Glanz und Elend der Mathematik. (Mit Zeichnungen von Rudolf Bertig.) (Tübirigen-.Rainer Wunderlich Verlag, 1968. ) -8°, 308 S. 10 334 "
KRACKE,HELMUT,84166,A,"Kracke,     Helmut Kracke, Helmut.  Lebensvereicberungstechnik Berlin:Duncker & Humblot   (1955).	(127 S.) « ^-r                                                        (Dr.In«.) "
KRACKE,ULRICH,,A,"Kracke  ,  Ulrich Kracke, Ulrich; Fiukenzeller, Hermann; Unterstein, Micha el.  Frage & Antwort %0j Ein Praktikum: kennenlernen, ausprobieren, teherrschon, nachschlagen. [Mit Diskette]. (Haar h.München): Markt & Technik Verlag AG, (1939). •-24cm.535 S. __"
KRACKE,ULRICH,85336,A,"Kracke  .  Ulrich Kracke, Ulrich.   ENABLE-Praktikum. Muster-Beispiele mit unterschiedlichem Schwierigkeitsgrad. Tips und Tricks zur Arbeitaerleichterung. (8,[Auflage]). (Haar b.München), Markt & Technik Verlag AG, (1987). A	-24cm.335 S. s.Dossier ""Ausgab"
KRAEFTE,,7719,A,"Kräfte Kräfte,die wirtschaftlichen,  Aer Welt, Heraoag.v.d.Dresdner Bank Berlin. 3.*A.    46.-8l.Taue. 77- (Berlin:Denter & Hicolaß,Dr. )  1930.	(176 S.) "
KRAEFTE,,7718,A,"K r à f t e Kräfte, die wirtschaftlichen, der Welt Herausg, v. d. Dresdner Bank, Berlin. (Berlin:Center & Nicolas) 1927.	(145 S.) A "
KRAEGENAU,HENRY,,A,"Krägenau , Henry .Krägenau,Henry. Die Reform des internationalen Währungs- aystems. Einführung und Dokumentation. (Veröffentlichun- gen des HWWA-Institut für Yfirtschaftaforschung, Hamburg.) HamburgrVerlag Weltarchiv,1974.  - 24 cm. 455 S. Tab. 14688 "
KRAEHENBUEHL,,85463,A,"Krahenbünl Kxahenbuhl, Bans Ulrich.  Daß Problemfeld Ingenieur- Beruf. (Forachungeberichte für die Unternehmungspraxie (des) Betriebswissenschaf tliche[n] Xn8titut[e] der ETH ZUrich. Band 5* Zürich, Yerlag Industrielle Organisation, (1975).  -21cm ^	IX,22"
KRAEHENMANN,BEAT,,A,"Krähenmann  ,  Beat s.   Imboden, Max.   Schweizerische Verwaltungs- rechtsprechung ... Supplementband: René A. Rhinow, B'K' ... "
KRAEMER,KARL,,A,"Krämer,  Karl Krämer,Carl s.Keynee,John Maynard.Vom Gelde.  1932 1883. "
KRAEMER,MAX,31164,A,"Krämer     »     Max Krämer,  Max.       Das Solidaritätsprinzip  in der   sozialen Altersversicherung.  Diss.Univ.Bern. Solotimrn:   Buchdruckerei Vogt-Schild A,-G.,   1947. A	-2pera.40   S "
KRAENZER,KARL RICHARD,,A,"Kräntzer     .     Karl Richard Kräntzer, Karl Richard.   Grundrissbeispiele für Geschoss- Wohnungen und Einfamilienhäuser nach DIN 18011 Stellflä- chen, Abstände und Bewegungsfläche im Wohnungsbau und DIN 18022 KUche,Bad,WC.Hausarbeitsraum,Planungsgrundl"
