Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
FRAU PARDI-LUKACS (IK),,83789/SUPPL. 1,S,"8V789/Suppl. l	Frau Pardi-Lukacs (IK) ISO 8879.   Information procesaing - Text and Office Systems - Standard Generalized Markup Language \SGHL). Ist edition. Amendment l. ([Geneva]: International Organisation for Standardiza- tion), 1988.	-30cm.15 p, "
FRAU PARDI-LUKACS (IK),,"83790/ 1,2,4-8",S,"83'790/l,2;4-8	Frau Pardi-Lukacs (IK) ISO 8613/1,2;4-8.   Information processing - Text and Office Systems - Office Document ArchitectUTe \OBAN and interchange formst. 8 parts, {without part 3). ([Oenevaj: International Organization for Standardiza- tion)"
TAPPÉ (MS/IBSM),,83791,S,"83'791	Tappö (MS/IBSM) Microsoft Systems Management Server 2.0 - Original Micro- soft Traing. Unterschleissheim: Microsoft Press Deutschlanäf.» 1999. -24cm.XXXVI,759 S., 3 CD-ROM1s. "
NYDEGGER (IN),,83792,S,"83*792	Hydegger (IN) Gul""bins, Jürgen. UNIX. Eine Einführung in Begriffe und Kommandos von Unix - Version 7» ""bis System 7.3. 3.*Aufl. Berlin: Springer-Verlag, (1988). -25cm.XI,772 S. "
WIEDERKEHR (I),B.,83793,S,"83'793	Wiederkehr, B. (l) Marbacher, Lukas; Müller, Beatj Weidmann, Jürg.   EDV und Atschlussprüfung. Kontroll- und Prüfungsaspekte bein Buchführung mit EDV. Schriftenreihe der Treuhandkammer. Band 113. Zürich: Treuhand-Kammer, 1992.	'-23cm.197 S. "
D DR. kUHN (S),,83794,S,"83'794	D Dr.Kuhn (S) Merkelbach, Roger P.; Nebel, Rolf; VJelzel, Hans Joachim Konsolidierter Text des Schadenversicherungsrechtes der Europäischen Gemeinschaft. [Mit] Konkordanztabellen. [Genf]: Internationale Vereinigung für das Studium der Versicherungs"
BIBLIOTHEK,,83795,S,"83'795	Bibliothek Merkellmch, Roger P.; GrosjeaJi, Christian.   Codification du droit eommimautaire de l'assurance dommages. Etudes et dossiers. No. 185- (Geneve): Association Internationale pour l'Etude de l1 Economie de l'Aasurance ""Association de Genev"
LOCHER (UE),,83796,S,"83'796	Locher (UE) Versicherungen und Fensionsfonds. Zusammenstellung der EG-Rechtsakte und Vorschläge. Stand: Juni 1993 ... (Luxemburg: Amt für amtliche Veröffentlichungen der Euro- päischen Gemeinschaften, 1993).	-30cm.458 S. "
DEL GRANDE (N),,83797,S,"83'797	Del Grande (N) Bauhandbuch nach NPK BAU. 114. Ausgabe, 1994. 4 Bände in Schuber. Zürich: CRB [Schweizerische Zentralstelle für Bauratio- nalisierung], 1994.	-3ocm,4 Bände. Schuber. "
BUERGI (ASN),,83798,S,"83*798	Bürgi (ASN) Expatriate taxation. Europa beyond 1992. Gorporate lo- catlon Europe. Supplement / Ernst & Young. (Old Stratford, UK: Century House Information Ltd, (1991) -30cm.116 p. "
BROQUET (U3),,83799,S,83*799	Broquet  (U?) Dictionnaire  des  tertnes  officisls  de  la  langue {[Bd.par  la]  Comrnission ministerielle   de   terrainologie: Delegation   g^nörale  &. la langue fran^aise) .  Edition Janvier  1994. JParis:   Journal   officiel  de  la Republi
VILLARD (S),,83800,S,"83*800	Villard  (S) Wieser,   Marcel,        Glosaaire   6conomique   et financier anglais-franQais. (Säle:   Banqiie  des Reglements  Internationaux,   1993). -31cm.712  p. "
SGD DR. MUEHLEBACH (UI),,83801,S,"83*801	SGD Dr.MUhlebach (UI) Eigenmann-Wunderli, Ralf.   Innovationsmanagement für Dienstleistungsunternehra-angen - Implikationen für die Schweizer Lebensversicherung ... Hallstadt: Rosch-Buch, 1994.	-21cm.XII,466 S. "
DR. RUCHTI (MS),,83802,S,"83*802	Dr. Ruchti (MS) Zwiesler, Hans-Joachim (Hrsger).   Produktinnovationen im deregulierten Lebensversicherimgsmarkt ... Ulm: Institut für Finanz- und Aktuarwissenschaften, 1994-	-30cm.273 S. "
ALICH (IN),,83803,S,"8?'803	Alich  (IN) Seh.u.ppenha.uer,   Rainer.        Grundsätze  für  eine   ordnungs- Kiässige Daten\Terar""beit\me (&oD""v).  Handbuch  der EDV-Revi- sion.   4.,   völlig neubearbeitete  und  erweiterte Auflage. Düsseldorf:   IDW-Verlag GmbH,   1992.	-23"
BRAEM (S),,83804,S,"85*804	Erära   (S) Rumo-Jungo,   Alexandra.     Die Leistungsverkürzung  oder -Verweigerung  gemäss  Art.37-39  UVG   ... FreilDurg/Schweiz:   Universitätsverlag,   1993.	-23cm. LIX,480   S. "
FRAU PARDI (IK),,83805,S,"83*805	Frau Pardi   (IK) Goldfarb,   Charles F.       The  SGML  hahdbook.  Ed.and with a foreword   by Yuri  RuMnsky.   (Reprint).' Oxford:   Clarendon Press,   (1994).	-24cm.XXIV,664  p. "
BUCHER (CH/IT),,83806,S,"83'806	Hyffonoßgor Rock-Evans,   Rosetnary.       Ovum evaluates:   GUI   Tjuilders. Ed.   by Pqt Ingram. London:   Ovura Limited,   1994.	-30cra.520   p. "
FRAU STEINLE (IA),,83807,S,"85'807	Frau Steinle Kopka, Helmut.  LATEX. Ergänzungen. Bonn: Addison-Wealey Publishing Company, (1994).  -25cm. XIX,428 S. "
FRAU STEINLE (IA),,83808,S,"83'808	Frau Steinle (IA) Schwarz, Norbert. Einführung in TEX, incl. Version 3.0, (3.» überarbeitete Auflage, Nachdruck). Bonn*. A.ddi3on-J«esley({Deutschlaiid) GmbH, 1994) .   -25cm, 336 S, "
STUDER (IA),B.,83809,S,"83*809	Studer,   B.   (IA) Gossens,   Michel;   Mittelbach,   Frank}   Saraarin,   Alexander. The LATEX  companion. Reading,  MA:  Addison-Wesley Publisüing Company,   (1994). -24cm.XXX,528  p. "
AKMAN (IE),,83810,S,"83'810	Akroan (IE) Herold, Helmut.  Awk und sed, 2., Überarbeitete und er- weiterte Auflage. UNIX und seine Werkzeuge. Bonn: Addison-Wesley((Deutschland) GmbH, 1994).  -25cm. 3o5 S. "
AKMAN (IE),,83811,S,"83'811	Akman (IS) Kochan, Stephen; Wood, Patrick,   UNIX Shell Programmie- rung. Programmierumgebung und Tools der Bourne-Shell und Korn-Shell ... München: te-wi Verlag GmbH, 1992.	-24cm.507 S. "
DAL PANJ (EC),,83812,S,"831812___________	_____Dal Pan (EG)____ Pschyrembel, [Willibald],  Klinisc&es Wörterbuch. 257., neu bearbeitete Auflage ... Berlin: Walter de (Jruyter, 1994.	-23cm,XXVII, 1722 S. ,111. "
DAL PAN (EC),,83813,S,"83'813	Dal Pan (BC) Psehyrembel, [Willibald],   Klinisches Wörterbuch. 257-, neu bearbeitete Auflage ... Berlin: Walter de Gruyter, 1994.	-23cm.XXVII, 1722 S. "
BIBLIOTHEK,,83814,S,"83'B14	Von Holoon (VD) Altersrücktritt, der vorzeitige. Möglichkeiten und Gren- zen. [Hrsg.von] Hans Schmid. (Schriftenreihe des For- schungsinstitutes für Arbeit und Arbeitsrecht an der Hochschule St.Gallen. Band 11). Bern: Verlag Paul Haupt, (1994).    "
SD SCHMID (PL),,83815,S,"83*815	SD Schmid (PL) Kirp, David; Bayer, Ronald \Ersger).   Strategien gegen Aids. Ein internationaler Politikvergleich. Aus dem Ame- rikanischen [übersetzt] von Ulrich Enderwitz, Monika Noll [u.a.], (Ergebnisse sozialwissenschaftlicher Aids- Forschung. "
ALICH (IN),,83816,S,"83*816	Alich  (IN) Kilov,   Haimj  Rosa,   Jaraes.       Information modeling.  An olgect-oriented approach.   (Prentice Hall  o""bjeet-oriezxted series). Bnglev/ood  Cliffs,   N.J.:  PTR Prentice-Hall  (ine.,   1994). -24cra.XXI,268  p. "
KERN (H),B.,83817,S,"83""817	B.  Kern  (E) Landert,   Heinrich.       Dynamische Amortisation von Hypo- theken.  Prinzip und Varianten.   (gHrsg.vonJHelvetoec Ver- einigung zur Erhaltung der Schweiz als Standort einer gesunden Wirtschaft). Bulach;   Landert-Motoren-A.0,   Druc"
DR. MUEHLEBACH (ID),,83818,S,"83'818	Dr, Mühlebach (ID) Siegel, Eric S.; Ford, Brian R.; Bornstein,Jay M.   The Ernst & Young business plan guide. 2nd edition. New York: John Wiley & Sons, Inc., 1993.        -23crrv:\, XIII,194 p. "
BRAEM (CH/STRD),,"83819/1,2,3,4",S,"83*819/1,2,3,4________________Bräm (CH/STRp)._________ Stauffer, Hans-Ulrich. Die berufliche Vorsorge ßVG/FZG/ ZGB/OR. Rechtsprechung des Bundesgerichts zum Sozialver- sicherungsrecht; Hrsg. von Erwin Murer und Hans-Ulrich Stauffer. (Stand 31.12.1995). Zü"
MEIER (PF/GSSD),K.,83820,S,"83'820	K. Meier (PF/GSSD) Jaquet, Olivier.   Steuerrechtliche Aspekte der Vorsorge- planung in der beruflichen und gebundenen Vorsorge ... Bern: Peter Lang, 1999.	-21cm.XXXVI,249 S, "
GABATHULER (CH/VAS),,83821,S,"83'821	Gabathuler (CH/VAS) Lebensversicherung, die, im Vorsorgemix. (Artikel aus ""Schweizer Versicherung""). Zürich: Handelszeitung Fachverlag, 1999.    -30cm.100 S. "
BERTSCHI (PR),,83822,S,"83*822	Bertschi (PR) Bbrsen-lxl, das. Von ""Tarif A"" bia zum ""Zirka-Auftrag"". Sonderdruck aus Schweizer Bank, (Zürich; SHZ Fachverlag AG, 1994).         -30cm.21 S. "
PARDAMEC (KE),,83823,,"S5'823	Pardamec (KE) Controller-Leitfaden. Handbuch für ein wirksames Gon- trolling und eine effiziente Controllertätigkeit. Hrsg. von ... Hans Siegwart, Lukas Rieder. (Zürich: WEKA Verlag AG, 1994 -   ).    -32cm.Ordner. "
FRAU BIELI (VW),,83824,S,"85*824	Frau Bieli   (VW) Robert-Gollins.     Dictionnaire Tran^ais-anglais/anglais- franQais  par Beryl T.Atkins,   Alain Duval  [e.a.J.   3e   ödi- tion,   (r^impreasion 1993)    ... Paris:   Dictionnaires Le Robert;   (Glasgow:   HarperCollins Publisher"
FRACHEBOUD (EA),,83825/1,S,"83*825/1	Fracheboud (EA)   ___ Doucet, Michel; Fleck^ Klaus E.W. Wörterbuch der Rechts- und Wirtschaftsspräche ... 4. *Aufläge. Teil I: Französisch-Deutsch, München: G.H.Beck*seh© Verlagsbuchhandlung, 1988. -20cm.XIXf636 S. "
FRACHEBOUD (EA),,83825/2,S,"83*825/2	Fracheboud (EA) Doucet, Michel; Flefck, Klaus E.W.   Wörterbuch der Rechts- und Wirtschaftssprache ... 5. *Auflage. München: G.H.Becksche Verlagsbuchhandlung, 1994. -20cm.XV,766 S. "
JAAG,TOBIAS,,,"3 a a g  ,  Tobias s.   Aspekte des YJirtschaftsrechts. Festgabe zum Schweizerischen Juristentag 1994. Hrsg.im Auftrag der Rechtswissenschaftlichen Fakultät der Universität Zürich von Hans Ulrich Walder, T'J1 ... "
JAARBOEK,,629,A,"Jaarboefe Jaarboek voor bet Assurantie- en Hypotheekwezea, Editie 45,  1950 e-GraTeniiage:KortJniis 1950-   f<?ff	{707 3.) G 300 "
JAARBOEKJE,,94342,A,"Jaarfeoekje Jaarboekje  [der] Actuarieel Genootschap 1950,   1953 (Amsterdam)   1950- X "
JAARBOEKJE,,7428,A,"Jaarboekje Jaarboekje, geneeskundig, voor Nederland. Deel II Jg. 48, 1929 ff.  [unvollständig] </ ) "
JAARCIJFERS 73 1965-1969,,626,A,"Jaarc infers 626 Jaarcijfers, Wiebes1. Overzicht van de cijfers der Levens verzekering-Maatsohappi jen, Spaarkasaen en van een aantal Schadeverzekering-Maatschappijen. Benevens andere nuttige gegevens ten^dienste van net Verzekeringsbeflri jf . Jg. 54, 19"
JAARCIJFERS,,626,A,"Jaarcijfers	626 Jaarcijfers van Nederlandsche Levensverzekering-Maatschap- pijen, Begrafenisfondsen, Spaarkassen en Hypotheekbanken. Bewerkt door Otto Rorapelman; gesticht door W.Wiebes-Leemans Jg.25,1917-1921 - 53,1945-1949 [unvollst.]. [Forts.s. Jaarcij"
JABERG,P,,A,"J a t e r g Jaberg.P	Die Rolle der Banken in der Wirtschaft. Vortrag gehalten an der Delegierten-Versammlung dee Schweize- rischen Handels- und Industrievereins in Zürich am 8.Juli 193* (Zürich:N.Z.Z. ,Dr.  1939).	(31 S.) 1939.2687.	(Dr. .Direktionspräsid"
JABERG,PAUL,,A,"Jaberg.Paul Jaberg.Faul. Le râle des banques dans les temps actuels Conférence donnée le 4 février 1942 à Lausanne par F.?.. Lausanne:Impr.Vaudaoise [1942].       (31 S.) 1943,4443.	^   (Dr.u.c.) "
JABERG,PAUL,5474,A,"Jaberg,Paul	S Jaberg,Paul. Reden und Aufsätze über Bankpolitik, Wirt schaft und Finanzen 1916-1953. Zurieh;0rell Füasli [1953]-	(304 S.) K 2884                  ^ (Dr.b.c.) "
JABERG,P,5138/11,A,"J a t e r g JatoergjP      Ueber den Auagleichsfonds der Schweizerischen Alters- und HinterlasBenenversìcherung. Auszug aus dem Referat von P.J,, Präsident des Verwaltungsratee [der] Schweizerischen Bankgesellschaft, vor der ordentlichen Generalversammlun"
JABERG,PAUL,71309,A,"Jaberg.Paul Jaberg,P(aul).        Volksvermögen und Zahlungsbilanz der Schweiz. l (Zürich:Art.Inst.Grell Füssli 1924).       (27 S.) (Dir.Schweiz.Bankgeeellschaft) "
JACOARD,G,,A,"J a c o a r d , G Jaocard.G        De l'incidence juridique du clearing sur les rapports entre acheteurs et vendeurs. Rapport présenté à la Société Suisse de Droit international Publication^ de la] Société Suisse de Droit international. No 32. ZiirichîOre"
JACOARD,H A,,A,"J a c  c a r d s.Borei,Maurice u.H.A.J.   Politisch-wirtschaftlicher Atlas der Schweiz...	[l91.]. 1448 "
JACKEL,BERNHARD,,A,"Jackel  ,  Bernhard s.  Glossary of marketing research ([in sii languages] English, français, deutsch., italiano, espanol, nederlands). Editor: Jan van Rees. Contributors: Ginés Garrido Alart, Bernhard Jackel [a.o.J. "
JACKSON,DON D.,,A,"Jackson  ,  Don   D. s.   Watzlawick, Paul; Beavin, Janet H.; D'D.J1. Menschliche Kommunikation .,, "
JACKSON,MICHAEL,87782,A,"Jackson  ,  Michael Jackson, Michael.   Software reqirements and specifier cations. A lexicon of practice, principles and preju- dices. Wokingham, England: Addison-Wesley Publishing Company, (1995).	-24cm.XVI,228 p. 37558 "
JACOB,M,,A,"Jacob , M Jacob,M       Sugli integrali di StieltJes e sulla loro applicazione nella matematica attuariale. (Estr.d. Giornale dell'Istituto Italiano degli Attuari,1932) Roma 1932.	(24 S.) "
JACOBI,ERNST,7949,A,"J a o o lì  i   , Ernst Jacob!tErnst. Die Wertpapiere  im Bürgerlichen Recht des Deutschen Reiches. Abhandlungen zum Privatrecht und Zivilprozess des Deutschen Reiches. Bd VIII t *.üds Jena:Fischer 1901.	(ZI, 384 S.) • ff J '    (Dr.) "
JACOBS,BARBARA,,A,"Jacots   »Barbara s.   Beseler,(Dora von);   «PB1.   Law  dictionary. "
JACOBS BARBARA,,,S,
JACOBS,RAYMOND H.,82638,A,"Jacobs, Raymond  H. Jacobs , Raymond H. What happens wìien a life insurance Company acquires a mutual fund? An address delivered to Insurance Society of New York, Inc. New York 1968. -4°, 7p, 10337 / Photokopien "
JACOBSEN,EDMUND,91403/5,A,"Jacobsen,   Edmund	tf1 ^0 3 f-£ Jacobsen,Edmund. Lassen Sie sich Zeit. Das Geheimnis der Entspannung. (SKV-Taschenbuch,Nr.5.) Zürich:Verlag SKV,[l970].	-8°, 126 S. 11029 "
JACOBSOHN,MAX,,A,"Jacobsohn   ,  M a x Recìitsanwaltsordnung...      1907. 650. "
JACOBSEN,MAX,,S,
JACOBSON,IVAR,87730,A,"Jacobson,  Ivar Jacobson, Ivar.   Object-oriented software engineering. A use case driven approach. By Ivar Jacobson, Magnus Christerson u.a. (Revised printing). Harlow, England: Addison-Wesley (Longman Limited, 1996), -25cm.XXII,528 p 37460 "
JACOBSON,IVAR,87495,A,"Jacobson  ,  Ivar Jacobson, Ivar; Griss, Martin; Jonsson, Patrik.   Soft- ware reuse. Architecture, process and organization for business success. Reading, MA: Addison-Wesley Longman, (1997).      -25cm. Ä	XXVIII,497 p. 36751	^ "
JACOBSON,REED,87481,A,"Jacobson  ,  Reed Jacobson, Reed.   Microsoft Excel 97/Visual Basic step by step. (Redmond, WA): Microsoft Press, (1997).	-24cm A     XXVI,340 p.,1 CD-ROM J6 875 "
JACOBSSON,P,,A,"Jacobsaon , P s. Konvertibilitàt, die, der europäischen Währungen.  1954 "
JACOBSON,P,,S,
JACOBSSON,PER,,A,"jacobsson.Per Jacobsson.Per.     Gold- und Währungsprotileme.    Vortrag, St.Moritz 1942.	(11 S.) "
JACOBY,MARIO,,A,"Jaco""by     ,     Mario s,       Leiden.   Mit Beiträgen von A(dolf)   Guggenbühl-Craig, M'J',   A(lfred)   Ribi,   Jos(ef)   Goldbrunner. "
JACOT,ARTHUR,,A,"Jacot, Arthur _________________________________________________£ Jacot.Arthur. Schweizerisches Ortslexikon mit Angabe der Postleitzahlen und Verkehrskarte = Dictionnaire géographique de la Suisse avec indications des numéros postaux d'acheminement et cart"
JACOT,ARTHUR,81343,A,"Jacot , Arthur Jacût.Arthur. Heues schweizerisches Orts-Lexikon mit Ver- kehrs-Karte. Berge- und Pässe-Verzeichnis, chronologische Zeittafel der Schweizergeschichte, Angabe über den Güter- verkehr (Befugnisse der Stationen), Post-, Telephon- und Telegraph"
JACOT,ARTHUR,7906,A,"Jacot, Arthur ff Jacot,Arthur, Schweizerische Verkehrs-Karte mit Orts-Lexlkon, Berge-, Pässe- und Gemeindeverzeiehnie, sowie Angaben über den Güterverkehr (Befugnisse der Stationen). 25*000 Orte. 8.*A. (29.bis 33.Taus.) A ZÜrich:Gebr.Frey & Kratz 1924.   "
JACOTTET,C. M.,97161,A,"J a c o t t e t ,  G. M. Jacottet , G .M. Risiken im Sandoz-Konsern. Ansprache Basel 1963.	(13 S.) "
JACQUART,CAMILLE,,A,"Jacquart , Camille Jacquart»CarniIle. la Haye ou Genève? Problèmes actuels de l'Institut International de Statistique. Tirage à part du Journal d.i.Société Hongroise de Statistique 1929,Nos 1-2. Budapest :""Patria"" 1929.	(20 S.) "
JACQUEMIN,ALEX,82524,A,"Jacquemin,Alex J acquerai n, Alex ; Farmen, t i er .Claude ; Cardyn,Charles . La double imposition économique dea bénéfices de sociétés et les mesures d1 allégement. Vers une solution européenne Publié avec le concours du Centre d1 Etudes européennes de l"
JACQUEMIN,ALEXIS,,A,"Jacquemin     ,     Alexis e.       Cecchini, Paolo.       Europa  '92.  Der Vorteil dea Binnenmarkts.   In Zusammenarbeit mit Michel Catinai und A'J1   ... "
JACQUEMIN,R,,A,"Jaoquemin s.Niceforo,Alfredo.   La méthode  statistique...       1925. "
JADDEN,WILLIAM B.,2998,A,"Jadden, William  B. Jadden, William B. Advantages and limitations of multi- national pension coverage in Europe. (An address given at the Swiss Life European Employee Benefit Conference, May, 1970.) Zurich 1970.	-80, 11 p "
JAEDERLIN,EDV.,,A,"Jäderin   ,Edv   . Jäderin.Edv.	Tafeln für Interpolation und Ausgleichung Schriften,herausg.v.d.Letenevers icherungs-Aktiengesellschaft ""Thule""   in Stockholm.   I. Stockholm:P.A.Norstedt  (1915).	fol.       (168 S.)        ^ A f/< "
JAEGER 26 1982,,,A,"Jaeger Jaeger 's Europa-Register - T el europe. Industrie, Export, Import . Europa-Industrie Handbuch. R l  /<  *% ( Darmstadt , Berlin: Deutscher Adressbuch-Verlag, ( 1-9-7-1- - 31 cm. iXJëtf^H^*-!-! O i 5 00 i 07 -Oh Ga/RA-Eintraguag "
JAEGER 1 WALDMANN,,,A,"Jaeger + Waldmann Jaeger+Waldmann. Telex-Verlag Jaeger+Waldmann, Darmstadt s.  World Telex. International telex directory ... 6 vols. s.  Jaeger.  Jaeger's Europa-Register-Teleurope. "
JAEGER,,7064/51,A,Jaeger Jaeger        Die Aenderungen der sozialen Versicherungs gesetze seit Aus t> nach des Krieges. A BerliniSpringer 1920.	(75 S.) 657a	(Dr. .Versicherungsazatmann) 
JAEGER,BERNHARD,,A,"J   aeger   ,   Bernard 3.   Farner,Hans,   l'assurance  privée  contre  les   accidents et  la responsabilité   civile. "
JAEGER,CARL,,A,"Jaeger     ,     Carl e.     Jaeger»  Karl "
JAEGER,CARLO,83207,A,"Jaeger  ,  Carlo Jaeger, Carlo; Sieri, Lisbeth.  Satellitenbüroa: Sine soziotechnische Innovation, Hinweise zu Einführung ima Organisation. (Arbeitewelt; Publikationen aus dem Natio- nalen Forschungsprogramm ""Arbeitszeit*1. Band 8a) . Zürich: vdf Verlag d"
JAEGER,E. R.,85194,A,"Jäger     ,     E. R. Jäger,   E. R.       Graphologie  im Problemkreis  der Personal- selektion.   3.  Auflage. Péry,   MSI-Markt Service Institut AG,   1986.	-20cm A	74 S.Abb 23640 "
JAEGER,ELISABETH,,A,"Jaeger .Elisabeth Jaeger,Elisabeth, Pie Behandlung des Eigen-tumsvorbehalts im Schweiz. Schuldbetreibungs- und Konkursrecht. Dies.Univ.Zürich. Zürich:Leemann 1936.	(84 S.) 1942.3595. "
JAEGER,ERNST,,A,"Jaeger  , Ernst s.Klien.Georg  [u.jE.J.Die Geschaftsaufsicht...	1917. 1030. "
JAEGER,FRANZ,,A,"Jaeger     ,     Franz s.       Sohre,  Peter;   Schips,   Bernd;   J'F1.       Hypo- thekarkreditmarkt.  Eine Untersuchung   ... "
JAEGER,GERHARD,,A,"Jäger      ,      Gerhard s.        CSL   '91:   Computer   science   logic.   5th workshop,   Berne   ...    1991.    Proceedings. Ed.   by E(gon)   Borger,   G'J'   ... "
JAEGER,GERTRUD,2852,A,"Jäger,  Gertrud Jäger,Gertrud. Die vereicherungstechnischen Grundlagen der deutschen privaten Krankheitskostenversicherung. (Schriftenreihe des Instituts für VerßicherungBwissenschaft an der Universität Köln. K.P., Heft 15). Berlin:Duncker & Ruablot (1958"
JAEGER,GILBERT,,A,"Jaeger   ,   Gilbert s.   Royer,Robert,   J'G*.   Le  maintien  du  pouvoir  d'achat des  Pensions   sociales. "
JAEGER,HEINZ,7979,A,"Jaeger, Heinz Jaeger, Heinz. Angestelltenversicüerungsgeeetz. Tei t au s gab e mit den Ausführungsbestimmungen, Verweisungen und alphabe- tischem Sachregister. 5.A. München:C.H.Beck 1926.	(XII,216 S.) (Dr.iur.) "
JAEGER,HEINZ,6051,A,"Jaeger.Heinz	{p'0' j~<f Jaeger,Heina. Angestelltenversicherungsgesetz. Textauegabe mit den Ausführungsbestimmungen, Verweisungen und alphabetischem Sachregister. [Mit Nachtrag]. 4.A. München:G.H,Beck 1924.	(IX,190+21 S.) (Dr.iur.) "
JAEGER,CARL,87471,A,"Jaeger  ,  Carl Jaeger, Carl.   Bundesgesetz über Schuldbetreibung und Konkurs. Erläutert für den praktischen Gebrauch. 4. Auf- lage, bearbeitet von Hans Ulrich Walder, Thomas M. Kuli, Martin Kottmann.   Bände. Zürich: Schulthess Polygraphischer Verlag AG"
JAEGER,CARL,83219,A,"Jaeger,,     Carl Jaeger, Cari.  La poursuite	pour dettes et la faillite Edition de poche annotée par	G.J1. I2e édition, mise à jour à fin mai 1981 par Lutz	Krauskopf-Peneveyre. Neuchâtelî  Editions DelacHaux & Niestlé   (S.A.,   1981). -l6cm.585 p 2 Expl"
JAEGER,KARL,84627,A,"J a e g e r Karl Jaeger, C(arl).   Die Erlasse betreffend Schuldbetreibung und Konkurs. Die Tezte des Bundesgesetzes, der Nebenge- setze, der Verordnungen, Beschlüsse und Kreisschreiben. Mit Verweisungen, Anmerkungen, Hinweisen auf bundesge- richtliche En"
JAEGER,KARL,1235,A,"Jaeger  ,  Karl Jaeger,   C(ari) und Marta Daeniker.  Schuldbetreibungs- und Konkurs-Praxis der Jahre 19U-194-5. Zwei Bände. ZürioiirOrell FÜssli 1947. K 850 "
JAEGER,KARL,70582,A,"Jaeger , Karl Jaeger, Carl. Verordnung dee Bundeeratee über vorübergehende rechtliche Schutzmasßnahmen für die Hotel- und die Sticke- reiinduetrie vom 22. Oktober 1940. [Nebst] Nachtrag. Zürich:0rell Füssli 1941-1942.	(120 S.)     l 1941,3036.            "
JAEGER,KARL,6155,A,"Jaeger, Karl Jaeger,C tari.] Taschenausgabe der Erlasse betreffend Schuld- betreibung und Konkurs, enthaltend den Text des Bundesge- setzss, der Nebengesetze, der Verordnungen und Kreisechreiben 2.*A.r.A£dolf] Ziegler, Zürich:0rell Füssli 1929.	(XVI,489 S"
JAEGER,KARL,7045/F,A,"Jaeger,  K a. r l Jaeger, C[arl], Taschenausgabe der Erlasse betreffend Schuld- betreibung und Konkurs, enthaltend den Text des Bundesge- setzes., der Hebengesetze, der Verordnungen und Kreisschreiber ZürichrOrell Füssli 1924.	(XVI,460 3.) 1172 "
