Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext
GUYER,PAUL,5281,A,"Guyer,  Paul (Guyer.Paul; Hefti.Franz.) Zürcher Ziegeleien, 1912-1962 (Jubiläumsschrift.) Illustr. (Zürich 1962.)	(88 S.) è "
GUYER-ZELLER,ADOLF,,A,"Guyer-Zeller,     Adolf s,   Schweizer Pioniere  der Wirtschaft und Technik.  Bd.13. "
GWALTER,J H,6163,A,Gwalter.J	B Gwalter.J      H       Das zürcherische Schuidtetrei- bungsgesetz vom l. April 1851. Mit Erläuterungen unter vorzüglicher Berücksichtigung der gerichtlichen Praxis. Züricb:F.Schulthess 1853-	(241 S.) 343	(Mitglied d.Obergerichts O 
GYGAX,EDUARD,,A,"G y g a x  ,  Eduard Gygax, Eduard.  Schweizer i sehe s Steuerlexikon. N achschlage werk für eidgenössische und kantonale Steuern. Ein- schätzungs- und Steuer Justiz-Praxis. Unter Mitarbeit von Fritz Koebel, Fred Vuillemin, Bernhard Zingg. 9./10.Aufl. Ban"
GYGAX,PAUL,7422C,A,"Gygax,     Paul Gygax.Paul. Ba«k in St. Gallen 1857-190?. Die Geschichte einer schweizerischen Notenbank St.GallenrZollikofer & Cíe.   1907.	(XI,398 S.) 151 "
GYGAX,A,98105,A,"G y g e r , A Gyger,A        50 Jahre Konkordat 4er schweizerischen Krankenkassen 1891-1941. Solothurn:Vogt-Schild A.G.,Dr. 1941.    (174 S.) Ä	A 1941,3270. "
GYGER,HANS KONRAD,97131,A,"Gyger,     Hans    Konrad Gyger,Hans Konrad.   H'K'G's  Karte des Kantons  Zürich von 1667.   [Mit](ll Atb.). SA.a.d.  Monatsschrift  Atlantis  1944. Zürich:Atlantis~Verlag 1944.	(20 S.) "
GYGI,FRITZ,,A,"Gygi  ,  Fritz Gygi, Fritz.  Bundesverwaltungsrechtspflege. 2.überar- beitete Auflage. Bern, Verlag Stampili & Cié AG, 1983-      -24cra.360 S 21286	™                Kein SWK "
GYGI,FRITZ,11091,A,"G y g l  ,  P r i t z Gygi, Fritz.  Bundesverwaltungsrechtspf lege. Grundriss und Textausgabe mit Anmerkungen. ([Forts. von]: ""Verwaltungs- rechtspflege und Verwaltungsverfahren im Bund"". \2.Aufl.), 1974) . Bern, Verlag Stampili & Cié AG, 1979.        -24"
GYGI,FRITZ,11022,A,"G y g i , P r i t z Gygi, Fritz. Verwaltungsrechtspflege und Verwaltungs verfahren im Bund. Einführung und Textauegabe. Bern:Stämpfli,(1969).	-        -8°, 237 S. 11031 "
GYGI,PIERRE,324,,"ygi  ,  Pierre Gygi, Pierre.   Das Bundesgesetz Über die berufliche Vor- sorge. Wirtschaftspolitische Mitteilungen. 39f1983, H. 4. Zürich, Gesellschaft zur Förderung der schweizerischen Wirtschaft, 1983.         A	-21cm.34 S. "
GYGI,PIERRE,97262,A,"Gygi,   Pierre Gygi , Pierre ;   Tschopp,Peter. .Sozial-medizinische  Siche rung = Sécurité  médico-sociale. Bern,   Stuttgart:Huber,(1968).   -4°,   156   S.,   Abb 10456 "
GYGI,PIERRE,84611A,,"»,.1     .    Pler.e Gygi, Fierre; Benny, Heiner.  Das schweizerische Gesund heitswesen. Aufwand, Struktur und Preisbildung im Pflege- bereich ... Ergänzungsband zur 2 »vollständig Überarbei- teten Auflage. (Bern),  Verlag Hans Huber,   (1980).       -220"
GYGI,PIERRE,84611,,"6ygj     .    Pierre Gygi, Pierre; Henny, Heiner,  Das schweizerische Gesund- heitswesen. Auf wand, Struktur und Preisbildung im Pflege- bereich = Le système suisse de santé. Dépenses, structure et formation des prix dans le domaine des soins médicaux, 2,"
GYGLI,WERNER,,A,"G y g 1 i  » VJerner s.   Nipkow, Jürg; G'W .   Wäschetrocknen im Mehrfamilienhaus (iT 23.52) ... "
GYR,BRIGITTE,,A,G y r   »Brigitte s.   Zihlmann(Peter.   L'avocat   chez  vous 
GYR,SALOMON FRIEDRICH,5286,A,"G y r  (  Salomon  Friedrich Gyr, Salomon Friedrich.   Zürcher Zunfthistorien. Schil- derungen aus der Geschichte Zürichs. Im Auftrage des Zen- tral-Komitees der Zünfte Zürichs aufgezeichnet von S'F'G*. Mit 3 Stadtplänen, 5 Tafel""beilagen, 25 Wappen in Fa"
GYR,WILLY,82964,A,"G y r , W i l 1 y Gyr, Willy. Lehrbuch der französischen Sprache. Für kaufmännische Berufsschulen. 4., durchgesehene Auflage Zürich:Verlag des Schweizerischen Kaufmännischen Vereins, 1969.	- 23 cm. XV,200 S. 12359 "
GYR,WILLY,82541,A,"G y r , w i i i y	%   sf Gyr,Willy. Lehrbuch der französischen Sprache. Für kauf- männische Berufsschulen. 3. , durchgesehene Auflage. Zurich:Schwelz.Kaufm.Verein,1963.	(XV,200 S.) 9472 "
GYSIN,ARNOLD,1690,A,"Gysin , Arnold Gyein.Arnold. Arbeitsrecht. Mit einer Uebereicbt Über lösungsversuche dee Auslandes. Zürich :Polygr. Verlag (1943).	(192 S.) ™   (Dr.) 1943,4580. "
GYSIN,WERNER,,A,"Gysìn  ,  Uíerner Gysin, Werner.  Zur Technik der Bilanzierung von Vorsorge- einrichtungen in offener Kasse. [Zürich,LIBERA Limmat Beratungs-Gesellschaft fUr Penstons- kassen, Postfach], 1975.	-30cm. 8 Bl, Multigr. "
GYSIN,WERNER,5136/40,A,"G y s  i n   .Werner G[ysin] W[erner],  Homogramm [zur Bestimmung] sämtlicher ordentlicher Renten der AHV . H-eraueg-v. ] Schweiz.. Verband für Personalfursorge privat- wirtschaftlicher Unternehmungen, Zürich [1950] G 26? "
GYSLER,PAUL,5476,A,"Gysler , Paul Gysler.Paul; Reden und Ansprachen während der Amtsperiode 1945/44. als Präsident des schweizerischen Nationalrates und der Bundesversammlung. ÍZürich:Fretz,pr.l944).	(125 S.) 1945,5341	^  (Dr. .HationalratspräsidentJ "
RECHTSFRAGEN,,11016,A,"Rechtsfragen	*ff& Y à Rechtsfragen der Individualveraicherung. Betrachtungen und Probleme in internationaler Sicht. Festgabe für Erich R.Prölss. Herausg.von K.Klingmüller. KarlaruhetVerlag Versicherungswirtschaft,1957. -8°,294 S. 10829 "
RECHTSFRAGEN,,83681,A,"Rechtsfragen Rechtsfragen des Informatikeinsatzes. SVD/BUfa - Tagung 1989. Hrsg. von der Schweizerischen Vereinigung für Da- tenverarbeitung (SVD) und dem Schweizerischen Wirt- schaf tsverband der Informations-, Komraunikations- und Organisationstechnik ("
RECHTSFRAGEN,,87817,A,"Rechtsfragen Rechtsfragen um die Aktionärbindungsverträge, Mit Bei- trägen von Jean Nicolas Druey, Peter Böckli, Peter Nobel Schriften zum neuen Aktienrecht. 13. Zürich: Schulthess Polygraphischer Verlag (AG, 1998). ^	-23cm.101 S. 37609	^                 "
RECHTSFRAGEN,,87236,A,"Rechtsfragen Rechtsfragen um die Generalversammlung. Mit Beiträgen von Alain Hirsch, Peter Nobel u.a. Schriften zum neuen Aktienrecht. 11. Zürich: Schulthess Polygraphischer Verlag (AG, 1997). •-23cm.176 S. . "
ALLGÖWER,,84133,S,"84*133	Allgöwer Friedrichs,Hans. Moderne Personalführung. "
A 127,,84134,S,"84'134	A 12? Ghiotti, Candido. II novisaimo Ghiotti. Vocabolario italiano-francese e franceae-italiano. "
BRÄM (S),,84135,S,"84'135	Brära  (S) Streiff,   Ullin;   Kaenel,   Adrian von.       Leitfaden zum Arbeitsvertragsrecht   ...   5.* Auflage.  Unveränd.Nachdruck, Zürich:   Schulthess Polygraphischer Verlag  (AG,   1993). -21cm.608  S. "
N,,84136,S,"84'136 Wiederkehr,   Peter.   Das   ziircherische   Quartielplanrecht "
EGLI (L),,84137,S,"84'137 Schönenberger,   W.   OR "
DR.KUTIN FINGERHUT,,84139,S,"84' 139	-F-inger.hu-th Raissig, W. Massnahmen gegen Missbräuche im Mietwesen. "
BIBL. PL,,84141 84142,,"»4*140 - 84'14f/ Friedrichs, Hans. Moderne PersonalfUhrung "
AD 481,,84143,S,"84*143	Ad 481 Lüscher, Alice. Mein - Dein - Unser. "
AD 481,,84144/84145,S,"84'144 / 84'145	Ad 481 Carnegie, D. Wie man Freunde gewinnt. "
AD 481,,84146/84147,S,"84*14-6 / 84*147	Ad 481 Bettger, F. Lebe begeistert und gewinne. "
AD 481,,84148/84149,S,"84'148 / 84'149	Ad 4SI Gasser, Ch. Die Versicherungswerbung. "
BROQUET,,84152,S,"84'152	Broquet Grevisse, Maurice. Grammaire frangaise avec des remarques sur l a langue franpaise d ' aujourd'hui. "
DR.MÜHLEBACH,,84153,A,Dr.   Mühlebach Directory of  aroerican busineas   in   Germany. 
S 427,,84154,S,"84'154	S 427 Steuern, rationale. "
K,,84155,S,"84-155 WUrth, Wendolin K. Kapitaleinlagen, sonstige Kapital- zuführungen und steuerbare Erträge ""bei Kapitalgesell- schaften. "
WALLINGER,,84156,S,"84*156-	.                  Wallinger Tiley, John. Beattie's elements of estate duty, 7th edition. "
WALLINGER,,84157,S,"84*157	Wallinger Hewson, G.D. Butterworths Eatate Duty Statutes. "
BIBLIOTHEK,,84158,S,"84 '158 James,   Muriel;   Jongeward,   Dorothy.     Spontan leben. Uet>un- gen zur Selbstverwirklichxmg   ... (Reinlaelc ""b. Hamburg) :  Rowohlt   (Tasohenbuch GmbH,   198). -19cm. 332 S. "
WALLINGER,,84159,,"3V159	Wallinger ZUnd, Andre. Kontrolle und Revision in der multinationalen Unternehmung. "
BIBL.,,84160,S,84*160' /-8il <l60tt.	AD 404 Zwischen Risiko und Sicherheit. Kleiner Ratgeber für vernünftige Geldanlage. 
OFNER (C 243),,84161,S,84*161	___        Ofner (C 243) Duden. Rechtschreibung der deutschen Sprache und der Fremdwörter. 18.*Aufl. Mannheim (I960). 
WALLINGER,,84162,S,"84*162	Wallinger BrandmUller, Gerhard. Die Betriebsaufapaltung nach Handels- und Steuerrecht. "
PL (FRAU MOLLET),,84163,S,8V163	PlfPrau Wollet) Duden. Rechtschreibung. 
INSPEKTORAT,,84164,S,"84'164	Inspektorat Hofmann,Rolf. Interne Revision. Organisation und Aufgaben; Konzernrevision. "
INSPEKTORAT,,84165,S,"84'165	Inapektorat Zünd, Andr4. Kontrolle und Revision in der multinationaler Unternehmung. "
S 427,,84167,S,84'167	S 42? Langensclieidt. Taschenwörterbuch der englischen und deutschen Sprache. 
KOLLEKTIV-JURISTEN,,84168,S,"84'168	___      Kollektiv-Juristen Brem, Roland. Die Entaehung durch unerlaubte Handlungen, Art.41-61 Oß. Berner Kommentar). Bern: Stämpfli, 1989 ff. "
GA,,84170,S,"84'170	Ga Herbat,Robert. Wörterbuch der Handels-, Finanz- und Rechtssprache. "
GA (TARJAN),,84171,S,"84'171	Ga (Tarjan) Langenscheidt. Handwörterbuch Englisch, "
WAGNIÈRES (L),,84172,S,"84*172	Wagnieres Ghauffage äoonomique - chauffage rati<mnel.[Edit6 par le] CCE Comitä d'aotion suisse Chauffage Economique. (2e ödi- tion remaniöe). (Kreuzungen, Gase postale 518, 1979). "
N,,84173,S,"84*173 Keller,Rolf. Bauen als UmweltZerstörung. "
S 427,,84174,S,"84-174	S 427 Frölss,Erich R.; von der Thüsen,Ernst; Ziegler,Günter, Die versicherungstechnischen Rückstellungen im Steuer- recht . "
GS 434,,84175,S,84'175	-                                                                      Gs 434 Duden.  Fremdwörterbuch.   3.»völlig neu'bear'beitete und er- weiterte Auflage   ..«   (1974). 
KOLLER,,84176,S,"84*176	Koller Konkordat der Schweizerischen Krankenkassen: Heilanstal- ten, Sanatorien, Kuranstalten, Spezialanstalten. [Mit Nachträgen.] "
PL ABSMEIER,,84177,S,"84'177 5 treiff ,Ullin.   Leitfaden  zum neuen  A.rbei tsvertrags-Recht. "
FRAU AMSELER (ID),,84178,S,"84'178	Frau Amaler (ID) European. Insurance Computer Systems 1995. Edited an.d compiled by Douglas Snillito. (8th edition). (London): lüC Financial Publishing Limited, (1994). -30cm.XX,314 p "
PL/HUNSPERGER,,84179-84180,S,84*179 - 84'180	Pl / Hunsperger Richtlinien und Vernehmlassungen der Paritätischen Konsultativkormnission für das Arbeitsrecht der Handels- reisenden. 
S 427,,84181,S,"84'181	S 427 Höhn,Brnst. Doppelbesteuerungsrecht. "
GREGORI (WM),,"84182/1,2",S,"84'182/1(2	Gregor! (WM) Bollier, Gertrud E.  Leitfaden schweizerische Sozial- versicherung ... Wädenswil: Verlag Stutz + Co.AG, 1990.    -21cm.195 S. "
BIBL.,,84183,S,"84*183	Pr.Kramor Walther , Frank J . Klarer , schneller , rationeller . "
INSPEKTORAT,,84184,S,84'184	Inspektorat Langenscheidt. Handwörterbuch Spanisch. 
(EGLI) L,,84186,S,"84'186	(Egli)L Schönenberger,W. Schweizerisches Zivilgesetzbuch. "
L,,84187,S,84'187 Duden.   Rechtachreibung. 
GO 219 (WEBER),,84188,S,"84*188 _________________________Go 219 (Weber) Duden. Rechtschreibung der deutschen Sprache und der Fremd Wörter. 17.*Auf läge., .(1973). "
RUSTERHOLZ C 30,,84189,S,84*189	RuaterholzCJSO Duden. Rechtschreibung der deutschen Sprache und der Fremdwörter. 17.* Aufl. 
BROQUET,,84190,,",84""'1'90~	Broquet- Herbst, Robert. Dictionary <jf commercial, financial and legal terms. Vol. II. "
PI,,84191,,".PI Kaufmann, Walter, Revier der betrieblichen Peraonal- politik. "
L,,84193,S,"84-'19 3 Ringger, Hans. Versuch, einer wolmungspolitiachen Konzeption des Kantons ZUrich. "
BUCHER (IN),K.,84194,S,"84'194	K. Bücher (IN) Flood, Robert L.; Garson, Ewart R.   Dealing with com- plextty. An introduction to the theory and application of Systems seience. 2nd edition. New York: Plenum Press, (1993).       -27cm.XVI,280 p. "
SCHAUFELBERGER,,84195,S,"84' 195	- -Sciiauf el-berger Weiterbildung,   berufliche = Formation continue. "
ABEL (GA),,84196,S,84'196	Abel (Ga) Langenscheidt. Handwörterbuch Spanisch. 
FUCHS /CH/UG),W.,84197,S,"84'197	W. Fuchs (CH/UG)• Langenscheidt.   L's Handwörterbuch Italienisch. Völlige Neuentwicklung 1997. In Zusammenarbeit mit Paravia. Teil I: Italienisch-Deutsch. 1008 S.; Teil II: Deutsch- Italienisch. 1151+48 S. Berlin: Langenscheidt (KG, 1997).       -"
GA,,84198,S,"84'198	Ga Herbst,R. Dictionary of commercial ... Vol.I. "
ABSMEIER,,84198,S,"84*198     .	Absmeier (Thommen,Andreas.)Vielgestaltiges Peraonalzeitungswesen in der Schweiz. "
B 132,,84199,S,84'199	B 152 Wehrlia Zinstabellen 2£ - 6%. 
INSPEKTORAT,,84199,S,84'199	Inspektorat Langenscheidt. Taschenwörterbuch der französischen und deutschen Sprache. 
DR.BI S 411,,84200,S,"84*200       ____  ___________________Dr.Bi  S 411 Braess,Paul. Rechnungslegung von Versieherungsunternehmen im Ausland. Berlin(1967). "
BIBLIOTHEK,,84201,S,"84*201 Jordan, ehester Viallace. Society of Actuaries1 textbook on life contingencies. Second edition, 1975. "
S 427,,84202,S,"84*202	S 427 FrUhbect,G. Steuerrecht in Spanien. "
DR.KOPP (KG),,84203,S,"84*205	__________           _____Dr.Kopp  (Kg) Känzig, Ernst.       Die eidgenössische Wehrsteuer   ...   erläu- tert von B'K1.   2. Auflage.   Teil I:  Art.1-44 WStB   ... Basel,  Verlag für Recht und Geeellechaft AC,   1982 - "
A 127,,84204,S,"84'204	A 127 Pschyrembel,W, Klinisches Wörterbuch ... "
LIEGENSCHAFTEN,,84206,S,"84* 206	Liegenschaften GmÜr,Roland. Die Rechte des Mieters. "
PELLET (L),,84207,S,"84»207	Pellet (L) Duden.  Richtiges und gutes Deutsch. Wörterbuch der sprachlichen Zweifelafalle. 3.*Auflage... Mannheim; Bibliographisches Institut, (1985).   -20cm, 803 S, "
PELLET (L),,84208,S,"84'208	Pellet (L) Duden.  Grammatik der deutschen Gegenwartssprache. 4.»Aufläge ... Mannheims Bibliographisches Institut; Dudenverlag, (1984).	-20cm.804 S. "
N,,84209,S,84'209 Cassell's German-Engliah dictionary. 
PL,,84210/84211,S,"84'210 / 84'211	Pl Christen, H. Arbei tsver tragsgesetz. "
AERNI (S 423),,"84212/1,2",S,"84'212/ 1,2	Aerni (S 423) Doucet, Michel.  Wörterbuch der deutschen und französi- schen Rechtssprache. 2 Teile. MUnchen, C.H.Beck1sehe Verlagsbuchhandlung, 1966. -20cm. 2 Bde. "
S 411,,84213,S,84*213	S.All pratique Francis Lefebvre: Piecal 1980 j a jour au 10 avril 1980. Paris 1980. 
BERTSCHINGER (P),,84215,S,"84*215	Bertschinger (P) Kernighan, Brian V/.j Ritchie, Dennis M.  Programmieren in C ... München,Wien, Carl Hanser Verlag, (1983).        -23cm. XIII,262 S. [Beilage in Falz] "
LEER,,84216,S,84'216	leer 
FINGERHUT/WALLINGER,,84217/84218,S,84'217/84'218	Fingerhuth/Wallinger Swiaa corporation law. Eaglish translation of official text. 
S 427,,84219,S,"84*219	S 427 Ryaer,Walter. Dix legons introductives au droit fiacal impöta directa. "
S 427,,84220,S,"84'220	S 427 Kobs,Erwin. Rückstellungen und Rücklagen in Steuerbilanz und VerraögenaaufStellung. "
S 427,,84225,S,84*225	S  427 Becker»Helmut.   Zur  Gewinnermittlung  internationaler Unternehmen (§1  A-USsensteuergesetz) 
BIBLIOTHEK,,84226,S,"84*226	Sohoiwillor Stauffer,P. ; Emch,U. Das schweizerische Bankgeschäft. "
BROQUET,,84227,S,"84'227	Broquet Koenig,W. Droit des aasurances. "
BIBL.,,84228,S,"84 '228	Wohrlo  . Drucker,Peter P. Neue Management-Praxis. "
FRAU RAMI (CH/PLPE),,84229,S,"84'229	Frau Rami (CH/PLPE) Microsoft Excel 97 Schritt für Schritt, (Öriginaltitel: ""Microsoft Excel step by Step""- Uebertragung ins Deut- sche: Sigrid Richter und Markus O. Lerch). (Unterschleissheim): Microsoft Press (Deutschland, 1996).	-24cm.358 S.,l D"
BUSINGER (K),,84231,S,"84*231	Businger (K) Estermann, Josef. Hypotheken in 25 Kantonen ... (1972). "
RIKLIN (IP),,84232,S,"84*232	Riklin (IP) Knöll, Heinz-Dieterj Busse, Jürgen,   Aufwandsschätzung von Software-Projekten In der Praxis. Methoden, Werkzeug- einsatz, Fallbeispiele. (Angewandte Informatik. Band 8). Mannheim: B.I,-Wissenschaftsverlag, (1991). -22cm.2o4 S. "
BIBL.,,84233,,"34 '233	-Bemal Weder, Kurt.   Die  Generalunternehmung  im Hochbau. "
GC/KEISER,,84234,S,84'234	Gc/Keiser Langenscheidt. Handwörterbuch Italienisch. 
FRAU FRANCEY (CH/UI),,84235,S,"84*235	Frau Francey (CH/Ul) Vorsorge, berufliche: Neue Rechnungslegungs- und Anlage- vorschriften. Regelung des Einsatzes der derivativen Finanzinstrumente. Aenderung der BW 2 per 1. Juli 1996. Bern: Bundesamt für Sozialversicherung, 1996.  -30cm.84 S "
ALICH (CH/ITDM),,84236,S,"84'236	Auch (CH/ITDM)________ Reingruber, Michale C.; Gregory, William W.   The data modeling handbook. A best-practice approach to building quality data models. A wiley-QED Publication. New York: John Wiley & Sons, Inc., (1994).       -25cm. XIX,362 p. "
PL,,84238,S,"84'238	Pl Rosenkranz, Hans. Soziale BetriebsOrganisation unter anthropologischen und pädagogischen Aspekten. "
B 126,,84239,S,84*239	B 126 Kramers Handwörterbuch Niederländisch. 
BRÄM (CH/STRD),,84240,S,"84'240	Brära (CH/STRD) Walder-Bohner, Hans Ulrich.   SchKG Schuldbetreibung und Konkurs ... 14., neubearbeitete Auflage. (Zürich): Orell Füssli Verlag, (1997).	-16cm. XLII,1141 S. "
PL 411 (FRL.HUBER),,84241,S,84'241	Pl 411 (Frl.Huber) Duden. Rechtschreibung ... 
FRAU BOHNERT (FI/AS),,84242,S,"84'242	Frau Bohnert (FI/AS) Kommentar zum schweizerischen Anlagefondsgesetz. Bearbei- tet von Alfred Buttschardt, Matthäus Den Otter u.a.; hrsg, von Peter Forstmoser, unter Mitwirkung von Max Gerster, Willi Oäggi u.a. Mit Nachträgen. Zürich*. Schulthess P"
HEGETSCHWEILER (IN),,84243,S,"84*243	Hegetschweiler (IN) Datenbanken, relationale, unter UNIX. Vergleichende Stu- die: ORACLE? INGRES? SYBASE, INFORMIX. Hürth: BITecii GmbH, 1993-	-30em.VI,212 S. "
SCHLATTER (GD),,84244,S,"84*244______________________________Schlatter (GD) Heierli, Werner.  Ueberleben im Ernstfall.Physiologische Minimalanforderungen im Schutzraum ... Solothurn, Verlag Vogt-Schild AG, (1982).    -21cm,127 S. "
PL,,84246,S,"84'246	Pl , Höger.Diether, Einführung in die pädagogische Psychologie "
PL,,84247,S,"84'247	Pl Bergiua,Rudolf. Psychologie des Lernens. "
S 427,,84248,S,"84'248	S 427 ' Heigl,Anton; Welcher,Günther-Herbert. Betriebliche Steuer- politik. Ertragesteuerplanung. "
PL,,84249,S,"84'249	Pl Schluep,Walter R. Ueberbordungsgefahren von Arbeitskon- flikten in unserer Zeit. "
DR.DIENER,,84250,S,"84*250	Dr.Diener Eick,JUrgen. Wie man eine Volkswirtschaft ruinieren kann. Die Wirtschaftapolitischen Irrtümer unserer Tage "
PL,,84251,S,84'251	Pl Pöggeler»Franz. Erwachsenenbildung. Einführung in die Andragogik. 
AD,,84252/84254,S,84'252/81'a55/64'254	Ad ABC der Wirtschaft. 
BRÄM (S),,84253,S,"84*253	Bräm (S) Ruggli, Christina.   Die ""behördliche Aufsicht über Vor- sorge einr i chtungon. (Diss.Univ.Basel. Basler Studien zur Rechtswissenschaft. Reihe B: Oeffentliches Recht. Bd. 37) Basel: HelMng & Lichtenhahn (Verlag AG), 1992.   -23cm. 184 S. "
BIBLIOTHEK,,84255,S,"84'255 Antons , Klaus . Praxis der Gruppendynamik "
BIBL.,,84256,S,"84'256 Reibung, Gar l . Unternehmungsbewertung und Steuern "
PL,,84257,S,"84'257 Paczenaky,Susanne von. Der Testknacker "
